Glottocode,Name,Top-level family,ISO-639-3,Macro-area,Child dialects,Latitude,Longitude
meen1242,Me'en,Surmic,mym,Africa,2,6.63,35.63
mefe1242,Mefele,Afro-Asiatic,mfj,Africa,4,10.68,13.82
mega1243,Bangladesh Lyngam,Austroasiatic,mef,Eurasia,0,25.13,91.61
megl1237,Megleno-Romanian,Indo-European,ruq,Eurasia,0,41.12,22.38
mehe1242,Meherrin,Unclassifiable,,North America,0,,
mehe1243,Mehek,Sepik,nux,Papunesia,0,-3.71,142.50
mehe1245,Mehek Sign Language,Sign Language,,Papunesia,0,-3.73,142.51
mehi1240,Mehináku,Arawakan,mmh,South America,0,-12.54,-53.52
mehr1241,Mehri,Afro-Asiatic,gdq,Eurasia,4,16.79,52.47
meke1243,Mekeo,Austronesian,mek,Papunesia,4,-8.24,146.59
mekm1240,Mekmek,Yuat,mvk,Papunesia,0,-4.47,143.75
mekw1241,Mekwei,Nimboranic,msf,Papunesia,0,-2.52,140.33
mele1250,Mele-Fila,Austronesian,mxe,Papunesia,2,-17.68,168.28
melk1242,Mel-Khaonh,Austroasiatic,hkn,Eurasia,2,12.95,106.31
melo1242,Melo,Ta-Ne-Omotic,mfx,Africa,0,6.54,36.81
melp1238,Melpa,Nuclear Trans New Guinea,med,Papunesia,1,-5.63,144.34
memo1238,Memoni,Indo-European,mby,Eurasia,0,24.85,67.01
mend1261,Mendankwe-Nkwen,Atlantic-Congo,mfd,Africa,2,6.00,10.23
mend1266,Mende (Sierra Leone),Mande,men,Africa,4,7.91,-10.99
mend1267,Mendalam Kayan,Austronesian,xkd,Papunesia,0,0.99,113.29
mend1268,Mende (Papua New Guinea),Sepik,sim,Papunesia,0,-3.67,142.68
meng1264,Mengaka,Atlantic-Congo,xmg,Africa,2,5.71,10.34
meng1267,Mengen,Austronesian,mee,Papunesia,3,-5.47,151.37
meni1247,Menien,Kamakanan,,South America,0,-15.88,-39.05
menk1238,Menka,Atlantic-Congo,mea,Africa,0,5.95,9.69
meno1252,Menominee,Algic,mez,North America,0,44.98,-88.64
ment1249,Mentawai,Austronesian,mwv,Papunesia,9,-1.41,98.94
ment1251,Menterap,Austronesian,,Papunesia,0,-0.29,110.67
meny1245,Menya,Angan,mcr,Papunesia,0,-7.17,146.07
meos1237,Meoswar,Austronesian,mvx,Papunesia,0,-2.08,134.38
mepu1234,Mepuri,Arawakan,,South America,0,-1.15,-68.25
mera1242,Meramera,Austronesian,mxm,Papunesia,1,-4.97,151.53
mere1242,Merei,Austronesian,lmb,Papunesia,1,-15.28,166.91
mere1246,Merey,Afro-Asiatic,meq,Africa,1,10.75,14.09
meri1244,Meriam,Eastern Trans-Fly,ulk,Papunesia,4,-9.60,143.77
merl1237,Merlav,Austronesian,mrm,Papunesia,3,-14.45,168.05
mero1237,Meroitic,,xmr,Africa,0,16.93,33.73
merr1239,Mer,Mairasic,mnu,Papunesia,0,-3.38,134.73
meru1245,Meru,Atlantic-Congo,mer,Africa,6,0.26,37.74
merw1238,Merwari,Indo-European,wry,Eurasia,0,26.77,74.09
mesa1245,Mesaka,Atlantic-Congo,iyo,Africa,1,6.33,9.87
mesc1238,Mescalero-Chiricahua Apache,Athabaskan-Eyak-Tlingit,apm,North America,0,33.13,-105.57
mese1244,Mese,Nuclear Trans New Guinea,mci,Papunesia,3,-6.56,147.14
mesk1242,Meskwaki,Algic,sac,North America,2,44.00,-89.00
mesm1239,Mesme,Afro-Asiatic,zim,Africa,2,9.29,15.70
mesm1243,Mesmes,Afro-Asiatic,mys,Africa,0,7.54,37.57
meso1252,Gilit Mesopotamian Arabic,Afro-Asiatic,acm,Eurasia,4,33.82,43.11
mesq1240,Mesqan,Afro-Asiatic,mvz,Africa,0,8.11,38.34
mess1244,Messapic,Indo-European,cms,Eurasia,0,40.54,17.86
meta1238,Meta',Atlantic-Congo,mgo,Africa,2,5.89,9.87
metl1238,Metlatónoc Mixtec,Otomanguean,mxv,North America,0,17.19,-98.35
mewa1249,Mewari,Indo-European,mtr,Eurasia,3,24.57,73.68
mewa1250,Mewati,Indo-European,wtm,Eurasia,0,27.74,76.95
mexi1237,Mexican Sign Language,Sign Language,mfs,North America,0,19.75,-98.50
meya1236,Meyah,East Bird's Head,mej,Papunesia,0,-1.18,133.62
mezo1235,Mezontla Popoloca,Otomanguean,pbe,North America,0,18.14,-97.59
mezq1235,Mezquital Otomi,Otomanguean,ote,North America,0,20.23,-99.56
mfin1238,Mfinu,Atlantic-Congo,zmf,Africa,2,-4.27,16.26
mfum1238,Southern Mfumte,Atlantic-Congo,nfu,Africa,10,6.60,10.94
miah1235,Cuixtla-Xitla Zapotec,Otomanguean,zam,North America,0,16.22,-96.66
miam1252,Miami,Algic,mia,North America,2,40.00,-90.00
mian1254,Miani,Nuclear Trans New Guinea,pla,Papunesia,0,-4.42,145.28
mian1256,Mian,Nuclear Trans New Guinea,mpt,Papunesia,3,-4.71,141.52
miar1236,Miarrã,Unattested,xmi,South America,0,-12.50,-53.42
mich1243,Heritage Michif,Algic,crg,North America,0,49.17,-99.91
mich1245,Michoacán Nahuatl,Uto-Aztecan,ncl,North America,0,18.34,-103.36
mich1246,Michoacán Mazahua,Otomanguean,mmc,North America,0,19.72,-100.29
midd1317,Middle English,Indo-European,enm,Eurasia,0,51.65,-1.11
midd1318,Middle Low German,Indo-European,gml,Eurasia,0,53.14,9.67
midd1321,Middle Dutch,Indo-European,dum,Eurasia,0,51.66,5.34
midd1327,Middle Watut,Austronesian,mpl,Papunesia,0,-6.88,146.40
midd1343,Middle High German,Indo-European,gmh,Eurasia,0,48.25,10.60
midd1344,Middle Chinese,Sino-Tibetan,ltc,Eurasia,2,34.27,108.90
midd1350,Late Middle Indo-Aryan,Indo-European,,Eurasia,0,26.61,78.97
midd1351,Middle Mongol,Mongolic-Khitan,xng,Eurasia,0,48.73,108.67
midd1357,Middle Clarence Bandjalang,Pama-Nyungan,bdy,Australia,4,-29.04,152.78
midd1366,Middle Aramaic,Afro-Asiatic,,Eurasia,4,31.74,35.44
midg1235,Mid Grand Valley Dani,Nuclear Trans New Guinea,dnt,Papunesia,0,-4.06,138.94
mido1240,Midob,Nubian,mei,Africa,3,14.79,27.22
mids1243,Mid-Southern Banda,Atlantic-Congo,bjo,Africa,4,5.88,22.47
miga1241,Migabac,Nuclear Trans New Guinea,mpp,Papunesia,3,-6.33,147.71
miga1249,Migaama,Afro-Asiatic,mmy,Africa,4,12.24,18.96
miis1236,Miisiirii,Tamaic,,Africa,0,14.16,22.69
miju1243,Kman,Sino-Tibetan,mxj,Eurasia,0,28.47,97.04
mika1239,Mikasuki,Muskogean,mik,North America,2,31.50,-84.00
mika1256,Mikaya-Bambengangale-Baluma,Atlantic-Congo,,Africa,0,1.49,15.95
mikm1235,Mi'kmaq,Algic,mic,North America,2,46.00,-64.00
mila1245,Milang,Sino-Tibetan,,Eurasia,0,28.55,95.19
mili1235,Mili,Sino-Tibetan,ymh,Eurasia,0,24.11,100.61
mill1237,Millcayac,Huarpean,,South America,0,-31.80,-67.57
milt1241,Miltu,Afro-Asiatic,mlj,Africa,0,10.23,17.41
milu1241,Miluk,Coosan,iml,North America,0,43.32,-124.26
mily1238,Milyan,Indo-European,imy,Eurasia,0,36.36,29.32
mimi1240,Mimi-Gaudefroy,,,Africa,0,13.83,21.11
mimi1241,Mimi-Nachtigal,Maban,,Africa,0,14.30,20.72
mimi1246,Mimi,Bookkeeping,miv,,0,,
mina1267,Mina (India),Bookkeeping,myi,Eurasia,0,23.74,74.60
mina1268,Minangkabau,Austronesian,min,Papunesia,14,-0.90,100.44
mina1269,Minaveha,Austronesian,mvn,Papunesia,0,-9.60,150.50
mina1274,Minanibai-Foia Foia,Anim,mcv,Papunesia,0,-7.62,144.01
mina1276,Mina (Cameroon),Afro-Asiatic,hna,Africa,3,10.38,13.84
mina1279,Minaean,Afro-Asiatic,inm,Eurasia,0,16.17,44.67
minb1244,Min Bei Chinese,Sino-Tibetan,mnp,Eurasia,10,27.05,118.32
mind1253,Min Dong Chinese,Sino-Tibetan,cdo,Eurasia,2,26.00,119.50
mind1255,Mindiri,Austronesian,mpn,Papunesia,0,-5.50,146.15
mind1263,Minderico,Indo-European,drc,Eurasia,0,39.51,-8.69
ming1252,Mingrelian,Kartvelian,xmf,Eurasia,2,42.51,41.87
ming1254,Mingang Doso,Atlantic-Congo,mko,Africa,0,9.26,11.29
minh1238,Mangghuer,Mongolic-Khitan,,Eurasia,0,36.34,102.80
mini1251,Minigir,Austronesian,vmg,Papunesia,0,-4.32,152.00
mini1253,Minidien,Nuclear Torricelli,wii,Papunesia,0,-3.59,142.33
mini1256,Minica Huitoto,Huitotoan,hto,South America,0,-1.55,-73.11
mink1237,Minkin,,xxm,Australia,0,-17.74,139.54
minn1241,Min Nan Chinese,Sino-Tibetan,nan,Eurasia,23,24.50,118.17
mino1236,Minoan,Unclassifiable,omn,Eurasia,0,35.21,25.00
mino1243,Minokok,Austronesian,mqq,Papunesia,0,5.43,116.76
minr1238,Minriq,Austroasiatic,mnq,Eurasia,0,5.01,102.05
mint1239,Mintil,Austroasiatic,mzt,Eurasia,0,4.59,101.99
minz1235,Min Zhong Chinese,Sino-Tibetan,czo,Eurasia,0,26.07,117.38
minz1236,Minz Zhuang,Tai-Kadai,zgm,Eurasia,0,23.33,105.50
miqi1235,Miqie,Sino-Tibetan,yiq,Eurasia,0,25.30,102.30
mira1251,Mirandese,Indo-European,mwl,Eurasia,0,41.54,-6.38
mire1238,Mire,Afro-Asiatic,mvh,Africa,0,9.69,16.99
mirg1238,Mirgan,Bookkeeping,zrg,Eurasia,0,23.43,81.34
miri1266,Miriwung,Jarrakan,mep,Australia,0,-16.36,128.89
miri1270,Miriti,Tucanoan,mmv,South America,0,0.59,-69.74
miri1273,Miriwoong Sign Language,Sign Language,rsm,Australia,0,-15.77,128.74
mish1244,Miship,Afro-Asiatic,mjs,Africa,1,9.20,9.34
misi1242,Mising-Padam-Miri-Minyong,Sino-Tibetan,mrg,Eurasia,4,27.42,94.69
misi1243,Misima-Paneati,Austronesian,mpx,Papunesia,2,-10.68,152.70
misk1235,Mískito,Misumalpan,miq,North America,5,15.16,-84.29
mith1236,Mithaka,Pama-Nyungan,,Australia,0,-25.14,139.60
mitl1235,Mitlatongo Mixtec,Otomanguean,vmm,North America,0,17.16,-97.18
mitl1236,Mitla Zapotec,Otomanguean,zaw,North America,1,16.87,-96.29
mitt1253,Mittu,Central Sudanic,mwu,Africa,0,7.46,29.00
mitu1240,Mituku,Atlantic-Congo,zmq,Africa,0,-1.57,25.10
miuu1237,Miu,Austronesian,mpo,Papunesia,0,-5.88,149.56
miwa1242,Miwa,Worrorran,vmi,Australia,0,-14.35,126.92
mixi1241,Mixifore,Mande,mfg,Africa,0,10.68,-14.38
mixt1425,Mixtepec Mixtec,Otomanguean,mix,North America,0,17.33,-97.88
mixt1426,Mixtepec Zapotec,Otomanguean,zpm,North America,2,16.17,-96.24
miya1259,Miyako,Japonic,mvi,Eurasia,8,24.76,125.36
miya1266,Miya,Afro-Asiatic,mkf,Africa,4,10.92,9.72
miya1268,Miyakubo Sign Language,Sign Language,ehs,Eurasia,0,34.18,133.07
miyo1238,Miyobe,Atlantic-Congo,soy,Africa,0,9.94,1.33
mlab1235,Mlabri,Austroasiatic,mra,Eurasia,0,18.55,101.16
mlah1239,Mlahsô,Afro-Asiatic,lhs,Eurasia,0,37.03,41.22
mlap1238,Mlap,Nimboranic,kja,Papunesia,0,-2.57,140.26
mlom1238,Mlomp,Atlantic-Congo,mlo,Africa,0,12.83,-16.54
mmaa1238,Mmaala,Atlantic-Congo,mmu,Africa,0,4.52,11.06
mmen1238,Mmen,Atlantic-Congo,bfm,Africa,3,6.43,10.25
moba1244,Moba,Atlantic-Congo,mfq,Africa,1,10.95,0.16
mobi1236,Mobilian,Pidgin,mod,North America,0,30.47,-91.75
mobu1235,Mobumrin Aizi,Kru,ahm,Africa,0,5.27,-4.47
mobw1234,Mobwa Karen,Sino-Tibetan,jkm,Eurasia,0,19.04,96.60
moch1255,Mòcheno,Indo-European,mhn,Eurasia,3,46.11,11.31
moch1256,Mochi,Atlantic-Congo,old,Africa,1,-3.34,37.34
moch1257,Mocho,Mayan,mhc,North America,2,15.45,-92.17
moch1259,Mochica,,omc,South America,0,-8.02,-79.00
moco1246,Mocoví,Guaicuruan,moc,South America,0,-28.10,-60.41
moda1242,Mo'da,Central Sudanic,gbn,Africa,0,6.15,29.74
moda1244,Modang,Austronesian,mxd,Papunesia,6,0.81,116.57
mode1248,Modern Greek,Indo-European,ell,Eurasia,30,38.36,23.13
modo1249,Modole,North Halmahera,mqo,Papunesia,2,1.40,127.75
moer1240,Moere,Nuclear Trans New Guinea,mvq,Papunesia,0,-4.62,145.46
mofu1248,Mofu-Gudur,Afro-Asiatic,mif,Africa,6,10.57,14.03
mofu1251,Mofu-Gudur Sign Language,Sign Language,,Africa,0,11.00,14.50
mogh1245,Mogholi,Mongolic-Khitan,mhj,Eurasia,2,34.25,62.28
mogu1251,Mogum,Afro-Asiatic,mou,Africa,4,11.52,18.61
moha1256,Mohave,Cochimi-Yuman,mov,North America,0,34.89,-114.60
moha1258,Mohawk,Iroquoian,moh,North America,0,43.72,-74.67
mohe1244,Mohegan-Montauk-Narragansett,Algic,mof,North America,4,41.86,-72.17
moic1236,Moi (Congo),Atlantic-Congo,mow,Africa,2,-1.72,16.46
moii1235,Moi (Indonesia),West Bird's Head,mxn,Papunesia,2,-0.97,131.52
moik1239,Moikodi,Yareban,mkp,Papunesia,0,-9.60,148.31
moin1241,Moingi,Atlantic-Congo,mwz,Africa,0,1.21,23.50
moin1242,Moinba,Bookkeeping,mob,,0,,
moji1238,Moji,Sino-Tibetan,ymi,Eurasia,0,23.20,104.15
moke1240,Mokerang,Austronesian,mft,Papunesia,0,-2.02,147.42
moke1242,Moken,Austronesian,mwt,Eurasia,3,10.15,98.68
moki1238,Mokilese,Austronesian,mkj,Papunesia,0,6.66,159.78
mokk1243,Mok,Austroasiatic,mqt,Eurasia,0,18.91,99.58
mokl1243,Moklen,Austronesian,mkm,Eurasia,0,8.17,98.32
moko1243,Mokole,Atlantic-Congo,mkl,Africa,0,11.04,3.06
mokp1238,Mokpa,Atlantic-Congo,,Africa,0,-1.95,25.04
mokp1239,Mokpwe,Atlantic-Congo,bri,Africa,0,4.24,9.24
moks1248,Moksha,Uralic,mdf,Eurasia,0,54.19,42.67
moks1249,Moksela,Unattested,vms,Papunesia,0,-3.10,128.65
mola1238,Molale,,mbe,North America,0,44.56,-122.86
molb1237,Molbog,Austronesian,pwm,Papunesia,0,7.96,117.03
mold1243,Moldova Sign Language,Sign Language,vsi,Eurasia,0,47.11,28.69
mole1238,Molengue,Atlantic-Congo,bxc,Africa,0,1.37,9.61
mole1239,Molet,Nuclear Trans New Guinea,,Papunesia,0,-5.66,146.53
moli1248,Molima,Austronesian,mox,Papunesia,3,-9.57,150.61
molm1235,Molmo One,Nuclear Torricelli,aun,Papunesia,3,-3.38,141.81
molo1257,Molo,Eastern Jebel,zmo,Africa,0,10.79,33.57
molo1262,Molof,,msl,Papunesia,0,-3.42,140.56
molo1266,Moloko,Afro-Asiatic,mlw,Africa,2,10.79,14.25
moma1242,Moma,Austronesian,myl,Papunesia,0,-1.43,120.01
moma1243,Momare,Nuclear Trans New Guinea,msz,Papunesia,0,-6.34,147.79
momb1254,Mombo Dogon,Dogon,dmb,Africa,0,14.38,-3.66
momi1242,Momina,Somahai,mmb,Papunesia,0,-4.81,139.82
momj1237,Mom Jango,Atlantic-Congo,ver,Africa,3,8.87,12.75
momu1241,Momuna,Somahai,mqf,Papunesia,0,-5.04,139.26
mona1241,Monastic Sign Language,Sign Language,mzg,Eurasia,5,41.90,12.45
mond1265,Mondropolon,Austronesian,npn,Papunesia,0,-2.01,146.93
mond1267,Mondzi,Sino-Tibetan,,Eurasia,0,23.45,105.42
mong1264,Mongolian Sign Language,Sign Language,msr,Eurasia,0,48.69,107.53
mong1330,Mongolia Buriat,Mongolic-Khitan,bxm,Eurasia,2,48.77,109.00
mong1338,Mongo,Atlantic-Congo,lol,Africa,15,-1.54,20.43
mong1342,Mongondow,Austronesian,mog,Papunesia,3,0.65,124.11
mong1344,Mwakai,Keram,mgt,Papunesia,2,-4.30,143.97
mong1345,Mongoba-Kazibati,Atlantic-Congo,,Africa,0,2.81,29.56
moni1237,Mangue,Otomanguean,mom,North America,6,13.53,-85.17
moni1261,Moni,Nuclear Trans New Guinea,mnz,Papunesia,1,-3.73,136.89
monn1252,Mon,Austroasiatic,mnw,Eurasia,3,15.49,98.12
mono1268,Monom,Austroasiatic,moo,Eurasia,0,14.59,108.35
mono1269,Mono (Cameroon),Atlantic-Congo,mru,Africa,0,8.78,14.23
mono1270,Mono (Democratic Republic of Congo),Atlantic-Congo,mnh,Africa,5,4.58,19.83
mono1273,Mono-Alu,Austronesian,mte,Papunesia,3,-7.05,155.76
mono1275,Mono (USA),Uto-Aztecan,mnr,North America,0,37.19,-119.35
monq1236,Monqui,Unclassifiable,,North America,0,,
mons1234,Monsang Naga,Sino-Tibetan,nmh,Eurasia,0,24.53,94.22
mont1268,Montagnais,Algic,moe,North America,2,49.05,-68.74
mont1280,Montol,Afro-Asiatic,mtl,Africa,2,9.02,9.65
monz1249,Monzombo,Atlantic-Congo,moj,Africa,0,3.19,18.51
mooo1239,Moo,Atlantic-Congo,gwg,Africa,0,9.44,11.20
moos1236,Moose Cree,Algic,crm,North America,0,51.07,-80.69
mopa1243,Mopan,Mayan,mop,North America,0,16.35,-89.07
mora1239,Moraid,West Bird's Head,msg,Papunesia,0,-1.04,131.97
mora1273,Morawa,Mailuan,mze,Papunesia,0,-10.13,148.67
morb1239,Mor (Bomberai Peninsula),,moq,Papunesia,0,-2.86,132.84
more1258,Moresada,Nuclear Trans New Guinea,msx,Papunesia,0,-4.57,144.99
more1259,Morelos Nahuatl,Uto-Aztecan,nhm,North America,0,18.92,-99.13
more1262,Morerebi,Unattested,xmo,South America,0,-8.67,-61.39
mori1267,Moriori,Austronesian,rrm,Papunesia,0,-44.00,-176.50
mori1268,Mori Bawah,Austronesian,xmz,Papunesia,5,-2.56,121.37
mori1269,Mori Atas,Austronesian,mzq,Papunesia,1,-2.26,121.03
mori1271,Morigi,Kiwaian,mdb,Papunesia,0,-7.63,143.88
mori1273,Morike,Arawakan,,South America,0,-5.63,-73.13
mori1278,Morisyen,Indo-European,mfe,Africa,3,-20.26,57.55
morm1235,Mor (Mor Islands),Austronesian,mhz,Papunesia,0,-2.87,135.95
moro1242,Moroccan Sign Language,Sign Language,xms,Africa,0,32.14,-7.70
moro1281,Morom,Central Sudanic,bdo,Africa,3,12.15,17.65
moro1284,Morokodo,Central Sudanic,mgc,Africa,3,5.51,30.02
moro1285,Moro,Heibanic,mor,Africa,7,10.92,30.21
moro1286,Ande,Austronesian,mrp,Papunesia,0,-15.35,166.89
moro1287,Moronene,Austronesian,mqn,Papunesia,4,-4.62,121.82
moro1289,Marori,,mok,Papunesia,0,-8.57,140.69
moro1292,Moroccan Arabic,Afro-Asiatic,ary,Africa,7,32.50,-7.50
mort1237,Mortlockese,Austronesian,mrl,Papunesia,3,5.51,153.71
moru1253,Moru,Central Sudanic,mgd,Africa,7,5.12,30.33
mose1249,Mosetén-Chimané,,cas,South America,3,-14.64,-67.84
mosi1247,Akie,Nilotic,mwy,Africa,0,-5.43,37.19
mosi1248,Mosimo,Nuclear Trans New Guinea,mqv,Papunesia,0,-4.95,145.60
mosk1236,Moskona,East Bird's Head,mtj,Papunesia,0,-1.62,133.15
moss1236,Mossi,Atlantic-Congo,mos,Africa,7,11.95,-1.32
mota1237,Mota,Austronesian,mtt,Papunesia,0,-13.84,167.69
motl1237,Mwotlap,Austronesian,mlv,Papunesia,2,-13.66,167.71
motu1246,Motu,Austronesian,meu,Papunesia,2,-9.67,147.42
mouk1239,Mouk-Aria,Austronesian,mwh,Papunesia,2,-5.71,149.16
moun1252,Mountain Koiali,Koiarian,kpx,Papunesia,0,-9.07,147.38
moun1255,Mount Avejaha Sign Language,Sign Language,,Papunesia,0,,
mouw1234,Mouwase,Turama-Kikori,jmw,Papunesia,0,-7.44,143.81
movi1243,Movima,,mzp,South America,0,-13.81,-65.63
moya1235,Moyadan Itneg,Austronesian,ity,Papunesia,0,17.42,120.70
moyo1238,Moyon,Sino-Tibetan,nmo,Eurasia,0,24.48,94.34
moza1235,Mozambican Sign Language,Sign Language,mzy,Africa,0,-19.81,34.61
moza1249,Mozarabic,Indo-European,mxi,Eurasia,0,37.88,-1.80
moza1251,Mozambican Ngoni,Atlantic-Congo,xnq,Africa,0,-12.92,38.89
mpad1242,Mpade,Afro-Asiatic,mpi,Africa,6,12.56,14.45
mpal1237,Mpalityanh-Luthigh,Pama-Nyungan,,Australia,2,-12.17,142.49
mpam1239,Mpama,Atlantic-Congo,,Africa,0,-0.74,17.69
mpie1238,Mpiemo,Atlantic-Congo,mcx,Africa,3,3.46,15.52
mpii1239,Mpi,Sino-Tibetan,mpz,Eurasia,0,18.17,100.21
mpin1234,Mpinda,Atlantic-Congo,pnd,Africa,0,-10.76,13.72
mpon1254,Mpongmpong,Atlantic-Congo,mgg,Africa,5,3.14,14.87
mpot1240,Mpoto,Atlantic-Congo,mpa,Africa,0,-11.14,34.71
mpot1241,Mpotovoro,Austronesian,mvt,Papunesia,0,-15.90,167.23
mpra1235,Mpra,Atlantic-Congo,,Africa,0,8.87,-1.25
mpuo1241,Mbuun,Atlantic-Congo,zmp,Africa,0,-5.21,19.43
mpur1239,Mpur,,akc,Papunesia,2,-0.75,133.17
mroc1235,Mro Chin,Sino-Tibetan,cmr,Eurasia,0,19.71,94.00
mruu1242,Mru,Sino-Tibetan,mro,Eurasia,0,21.47,92.32
mser1242,Mser,Afro-Asiatic,kqx,Africa,5,11.98,15.04
mtir1235,Mt. Iriga Agta,Austronesian,agz,Papunesia,0,13.46,123.46
mtir1236,Mt. Iraya Agta,Austronesian,atl,Papunesia,0,13.46,123.55
mual1241,Mualang,Austronesian,mtd,Papunesia,0,0.31,111.08
muan1234,Muangphe,Sino-Tibetan,,Eurasia,0,23.63,105.18
muba1238,Mubami,Anim,tsx,Papunesia,0,-7.55,143.00
mubi1246,Mubi,Afro-Asiatic,mub,Africa,0,12.69,19.59
muda1235,Muda,Sino-Tibetan,ymd,Eurasia,0,21.95,100.60
mudb1240,Mudburra,Pama-Nyungan,dmw,Australia,3,-16.77,132.33
mudh1235,Mudhili Gadaba,Dravidian,gau,Eurasia,0,18.28,83.38
mudu1239,Muduga,Dravidian,udg,Eurasia,0,11.06,76.56
mudu1241,Mudu Koraga,Dravidian,vmd,Eurasia,0,12.62,75.11
mudu1242,Muduapa,Austronesian,wiv,Papunesia,0,-4.70,149.49
muel1234,Muellamues,Unclassifiable,,South America,0,,
mufi1238,Mufian,Nuclear Torricelli,aoj,Papunesia,5,-3.58,142.96
mugo1238,Mugom,Sino-Tibetan,muk,Eurasia,2,29.59,82.45
muin1242,Muinane,Boran,bmr,South America,0,-0.87,-72.42
muji1236,Muji Yi,Bookkeeping,ymj,,0,,
mukh1238,Mukha-Dora,Dravidian,mmk,Eurasia,0,17.45,81.57
mukl1234,Muklomic,Sino-Tibetan,,Eurasia,2,27.63,96.43
muku1242,Mukulu,Afro-Asiatic,moz,Africa,6,11.86,18.18
mula1253,Mulam,Tai-Kadai,mlm,Eurasia,0,24.82,108.93
mula1254,Mulaha,Kwalean,mfw,Papunesia,2,-9.68,147.45
mull1237,Mullukmulluk,Northern Daly,mpb,Australia,0,-13.43,130.66
mull1244,Mullu Kurumba,Dravidian,kpb,Eurasia,0,11.29,76.70
mulu1243,Muluridyi,Pama-Nyungan,vmu,Australia,0,-17.06,145.33
mumm1238,Mum,Nuclear Trans New Guinea,kqa,Papunesia,0,-4.83,145.06
muna1238,Munaseli Pandai,Bookkeeping,,Papunesia,0,,
muna1247,Muna,Austronesian,mnb,Papunesia,23,-5.40,122.54
munc1235,Mün Chin,Sino-Tibetan,mwq,Eurasia,1,20.29,94.39
mund1320,Mundari,Austroasiatic,unr,Eurasia,5,23.03,85.85
mund1321,Munda,Bookkeeping,unx,Eurasia,0,25.04,87.18
mund1325,Mundang,Atlantic-Congo,mua,Africa,4,9.83,14.48
mund1326,Mündü,Atlantic-Congo,muh,Africa,1,4.23,30.00
mund1327,Mundani,Atlantic-Congo,mnf,Africa,8,5.68,9.92
mund1328,Mundabli-Mufu,Atlantic-Congo,boe,Africa,2,6.60,10.27
mund1330,Mundurukú,Tupian,myu,South America,0,-8.41,-57.69
mund1334,Mindat,Afro-Asiatic,mmf,Africa,0,9.15,8.77
mund1339,Mundari (Retired),Bookkeeping,muw,,0,,
mung1266,Mungaka,Atlantic-Congo,mhk,Africa,3,5.90,10.03
mung1269,Munggui,Austronesian,mth,Papunesia,0,-1.67,135.92
mung1272,Mungkip,Nuclear Trans New Guinea,mpv,Papunesia,0,-6.46,146.75
muni1257,Munit,Nuclear Trans New Guinea,mtc,Papunesia,0,-5.24,145.55
muni1258,Muniche,,myr,South America,0,-5.74,-76.43
munj1244,Munji,Indo-European,mnj,Eurasia,4,35.93,70.94
muns1251,Munsee,Algic,umu,North America,0,41.11,-74.17
muon1246,Muong,Austroasiatic,mtq,Eurasia,7,20.74,105.19
mura1271,Muratayak,Nuclear Trans New Guinea,asx,Papunesia,3,-5.74,146.54
mure1235,Mure,,,South America,0,-13.64,-62.20
muri1259,Murik (Malaysia),Austronesian,mxr,Papunesia,6,3.75,114.43
muri1260,Murik (Papua New Guinea),Lower Sepik,mtf,Papunesia,0,-3.87,144.17
murk1238,Murkim,Lepki-Murkim-Kembra,rmh,Papunesia,0,-4.08,140.91
murl1244,Murle,Surmic,mur,Africa,3,6.70,33.99
murp1234,Mur Pano,Austronesian,tkv,Papunesia,0,-5.66,146.52
murr1258,Murriny Patha,Southern Daly,mwf,Australia,3,-14.75,129.70
murs1242,Mursi,Surmic,muz,Africa,0,5.70,36.10
muru1266,Muruwari,Pama-Nyungan,zmu,Australia,0,-28.96,146.55
muru1273,Murupi,Nuclear Trans New Guinea,mqw,Papunesia,0,-5.02,145.61
muru1274,Murui Huitoto,Huitotoan,huu,South America,1,-1.14,-73.83
musa1263,Musasa,Indo-European,smm,Eurasia,1,26.73,87.53
musa1265,Hember Avu,Nuclear Trans New Guinea,mmi,Papunesia,0,-4.70,145.41
musa1266,Aisi,Nuclear Trans New Guinea,mmq,Papunesia,0,-5.37,145.20
muse1242,Musey,Afro-Asiatic,mse,Africa,5,9.82,15.41
musg1254,Musgu,Afro-Asiatic,mug,Africa,6,10.84,15.11
musi1241,Musi,Austronesian,mui,Papunesia,21,-2.94,103.94
musk1256,Muskum,Afro-Asiatic,mje,Africa,0,11.57,15.41
musl1236,Muslim Tat,Indo-European,ttt,Eurasia,17,41.43,46.65
muso1238,Musom,Austronesian,msu,Papunesia,0,-6.54,146.93
muss1246,Mussau-Emira,Austronesian,emi,Papunesia,5,-1.44,149.62
muth1236,Muthuvan,Dravidian,muv,Eurasia,2,10.35,76.73
muts1243,Mutsun,Miwok-Costanoan,css,North America,0,36.85,-121.45
mutu1242,Mutu,Austronesian,tuc,Papunesia,2,-5.79,148.01
muya1243,Muyang,Afro-Asiatic,muy,Africa,0,10.86,14.21
muyu1244,Muyuw,Austronesian,myw,Papunesia,5,-9.20,152.73
muzi1235,Muzi,Sino-Tibetan,ymz,Eurasia,0,23.09,103.46
muzo1235,Muzo,Unclassifiable,,South America,0,,
mvan1238,Mvano,Atlantic-Congo,mcj,Africa,0,6.76,11.18
mvub1239,Mvuba,Central Sudanic,mxh,Africa,0,0.74,29.67
