code      , canonical_code, is_iso3, is_glottocode, Articles, Avggoodpagelength  , adjusted_wp_size       , article_count, avg_article_length , entropy           , ethnologue_population, glotto_mapped_iso, glottocode, jw_bible_available, median_article_length, mention_total, os_base_required       , real_ratio          , realtotalratio      , wals_family          , wals_genus                       , wp_incubator, wp_size_chars
mqa       , mqa           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , maba1278  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mqb       , mqb           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , mbuk1243  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mqc       , mqc           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  ,           ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mada1299  , mqd           , False  , True         ,         ,                    ,                        ,              ,                    ,                   ,                      , mqd              , mada1299  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mqe       , mqe           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , mate1260  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mqf       , mqf           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , momu1241  ,                   ,                      ,              ,                        ,                     ,                     , Trans-New Guinea     , Somahai                          ,             ,            
mqg       , mqg           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , kota1275  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
tlaz1235  , mqh           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , mqh              , tlaz1235  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mqi       , mqi           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , None                 ,                  , mari1430  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mqj       , mqj           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , mama1276  ,                   ,                      ,              ,                        ,                     ,                     , Austronesian         , South Sulawesi                   ,             ,            
raja1254  , mqk           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , mqk              , raja1254  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mql       , mql           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , mbel1240  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
sout2866  , mqm           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , mqm              , sout2866  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,            1,            
"mqm, mrq", "mqm, mrq"    , False  , False        ,         ,                    ,                        ,              ,                    ,                   ,                      ,                  ,           ,                   ,                      ,              ,                        ,                     ,                     , Austronesian         , Oceanic                          ,             ,            
mqn       , mqn           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , moro1287  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mqo       , mqo           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , modo1249  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mqp       , mqp           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , mani1297  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mqq       , mqq           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , mino1243  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mqr       , mqr           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , None                 ,                  , mand1443  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
west2600  , mqs           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , mqs              , west2600  ,                   ,                      ,              ,                        ,                     ,                     , North Halmaheran     , North Halmaheran                 ,             ,            
mqt       , mqt           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , mokk1243  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mqu       , mqu           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , mand1425  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mqv       , mqv           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , None                 ,                  , mosi1248  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
muru1273  , mqw           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , mqw              , muru1273  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mqx       , mqx           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , mamu1255  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mqy       , mqy           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , mang1405  ,                   ,                      ,              ,                        ,                     ,                     , Austronesian         , Central Malayo-Polynesian        ,             ,            
mqz       , mqz           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , mala1487  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mra       , mra           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , mlab1235  ,                   ,                      ,              ,                        ,                     ,                     , Austro-Asiatic       , Khmuic                           ,             ,            
mrb       , mrb           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , mari1426  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mrc       , mrc           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , None                 ,                  , mari1440  ,                   ,                      ,              ,                        ,                     ,                     , Hokan                , Yuman                            ,             ,            
west2418  , mrd           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , mrd              , west2418  ,                   ,                      ,              ,                        ,                     ,                     , Sino-Tibetan         , Himalayish                       ,             ,            
mre       , mre           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , None                 ,                  , mart1251  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mrf       , mrf           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , else1239  ,                   ,                      ,              ,                        ,                     ,                     , Morwap               , Morwap                           ,             ,            
mrg       , mrg           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , misi1242  ,                   ,                      ,              ,                        ,                     ,                     , Sino-Tibetan         , Tani                             ,             ,            
mrh       , mrh           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , mara1382  ,                   ,                      ,              ,                        ,                     ,                     , Sino-Tibetan         , Kuki-Chin                        ,             ,            
mri       , mri           , True   , False        ,     9604, 1171.7587683642653 ,    10941746.786844578  ,          9604, 1171.7587683642653 , 5.287013990049329 , 10K to 1M            ,                  , maor1246  ,                   ,   994.0605241620827  ,             2, English (United States), 0.7391711786755518  , 0.7391711786755518  , Austronesian         , Oceanic                          ,            1,    10941746.786844578
west2392  , mrj           , True   , True         ,    12543,  633.9823076873608 ,     6484061.53429928   ,         12543,  633.9823076873608 , 6.160654696458389 , 10K to 1M            , mrj              , west2392  ,                   ,   286.7024024716705  ,             3,                        , 0.3165909272103962  , 0.3165909272103962  , Uralic               , Mari                             ,             ,     6484061.53429928
mrk       , mrk           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , hmwa1243  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mrl       , mrl           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , mort1237  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mrm       , mrm           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , merl1237  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mrn       , mrn           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , chek1238  ,                   ,                      ,              ,                        ,                     ,                     , Austronesian         , Oceanic                          ,             ,            
mruu1242  , mro           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , mro              , mruu1242  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mrp       , mrp           , True   , False        ,         ,                    ,                        ,              ,                    ,                   ,                      ,                  , moro1286  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
nort2845  , mrq           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , mrq              , nort2845  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,            1,            
mrr       , mrr           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , mari1414  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mrs       , mrs           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , None                 ,                  , mara1399  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mrt       , mrt           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , marg1265  ,                   ,                      ,              ,                        ,                     ,                     , Afro-Asiatic         , Biu-Mandara                      ,             ,            
mru       , mru           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , mono1269  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mrv       , mrv           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , mang1401  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mrw       , mrw           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , mara1404  ,                   ,                      ,              ,                        ,                     ,                     , Austronesian         , Greater Central Philippine       ,             ,            
mrx       , mrx           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , None                 ,                  , mare1261  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mry       , mry           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , kara1489  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
nucl1622  , mrz           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , mrz              , nucl1622  ,                   ,                      ,              ,                        ,                     ,                     , Trans-New Guinea     , Marind-Yaqay                     ,             ,            
msa       , msa           , True   , False        ,   512304, 3299.8047587212327 ,  1677619535.1425939    ,        512304, 3299.8047587212327 , 5.218820232199394 ,                      ,                  ,           ,                   ,  1379.647883174891   ,            76,                        , 0.7773735023482243  , 0.7773735023482243  ,                      ,                                  ,             ,  1677619535.1425939
msb       , msb           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , masb1238  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
sank1253  , msc           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , msc              , sank1253  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
yuca1236  , msd           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , msd              , yuca1236  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
muse1242  , mse           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , mse              , muse1242  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
msf       , msf           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , mekw1241  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
msg       , msg           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , mora1239  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
msh       , msh           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , masi1268  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
saba1263  , msi           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 1M to 1B             , msi              , saba1263  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
msj       , msj           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , made1252  ,                   ,                      ,              ,                        ,                     ,                     , Niger-Congo          , Ubangi                           ,             ,            
msk       , msk           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , mans1262  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
msl       , msl           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , molo1262  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
msm       , msm           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , agus1235  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
vure1239  , msn           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , msn              , vure1239  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
nucl1452  , mso           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , mso              , nucl1452  ,                   ,                      ,              ,                        ,                     ,                     , Mombum               , Mombum                           ,             ,            
msp       , msp           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , None                 ,                  , mari1442  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
msq       , msq           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , caac1237  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
msr       , msr           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , mong1264  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
west2535  , mss           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , mss              , west2535  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
cata1284  , mst           , False  , True         ,         ,                    ,                        ,              ,                    ,                   ,                      , mst              , cata1284  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
muso1238  , msu           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , msu              , muso1238  ,                   ,                      ,              ,                        ,                     ,                     , Austronesian         , Oceanic                          ,             ,            
msv       , msv           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , masl1241  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
msw       , msw           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , mans1259  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
msx       , msx           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , more1258  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
msy       , msy           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , arua1260  ,                   ,                      ,              ,                        ,                     ,                     , Ramu-Lower Sepik     , Ruboni                           ,             ,            
msz       , msz           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , None                 ,                  , moma1243  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mta       , mta           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , cota1241  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mtb       , mtb           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , anyi1244  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
muni1257  , mtc           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , mtc              , muni1257  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mual1241  , mtd           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            , mtd              , mual1241  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mte       , mte           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , mono1273  ,                   ,                      ,              ,                        ,                     ,                     , Austronesian         , Oceanic                          ,             ,            
muri1260  , mtf           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , mtf              , muri1260  ,                   ,                      ,              ,                        ,                     ,                     , Ramu-Lower Sepik     , Lower Sepik                      ,             ,            
unaa1239  , mtg           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , mtg              , unaa1239  ,                   ,                      ,              ,                        ,                     ,                     , Trans-New Guinea     , Mek                              ,             ,            
mung1269  , mth           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , mth              , mung1269  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mti       , mti           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , maiw1251  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mtj       , mtj           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , mosk1236  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mtk       , mtk           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , mbee1250  ,                   ,                      ,              ,                        ,                     ,                     , Niger-Congo          , Bantu                            ,             ,            
mtl       , mtl           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 10K to 1M            ,                  , mont1280  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mtm       , mtm           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , None                 ,                  , mato1250  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mtn       , mtn           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , None                 ,                  , mata1288  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
toto1305  , mto           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , mto              , toto1305  ,                   ,                      ,              ,                        ,                     ,                     , Mixe-Zoque           , Mixe-Zoque                       ,             ,            
wich1262  , mtp           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , mtp              , wich1262  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
muon1246  , mtq           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , 1M to 1B             , mtq              , muon1246  ,                   ,                      ,              ,                        ,                     ,                     , Austro-Asiatic       , Vietic                           ,            1,            
mtr       , mtr           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , 1M to 1B             ,                  , mewa1249  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
yora1241  , mts           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , mts              , yora1241  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mtt       , mtt           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , mota1237  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
tutu1243  , mtu           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , mtu              , tutu1243  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mtv       , mtv           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , asar1240  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
mtw       , mtw           , True   , False        ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        ,                  , maga1264  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
tida1235  , mtx           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , mtx              , tida1235  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
nabi1239  , mty           , True   , True         ,         ,                    ,                        ,              ,                    ,                   , Less than 10K        , mty              , nabi1239  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
taca1258  , mtz           , False  , True         ,         ,                    ,                        ,              ,                    ,                   ,                      , mtz              , taca1258  ,                   ,                      ,              ,                        ,                     ,                     ,                      ,                                  ,             ,            
