code,iso639_3,glottocode,AdjustedWPsize,Articles,WPincubatornew,WPsizeinchars,Realtotalratio,Avggoodpagelength,Population Size,Digital Support,has_glottolog,has_bible,win11_os_supported,tatoeba_sentences,has_wals,Ethnologue_Status,has_wiki
mcd,mcd,shar1245,,,0,,,,3,1,1,0,0,,1,2,0
mce,mce,itun1239,,,0,,,,3,0,1,0,0,,0,1,0
mcf,mcf,mats1244,,,0,,,,3,2,1,0,0,,1,2,0
mcg,mcg,mapo1246,,,0,,,,0,0,1,0,0,,1,1,0
mch,mch,maqu1238,,,0,,,,3,2,1,0,0,,1,2,0
mci,mci,mese1244,,,0,,,,3,1,1,0,0,,0,2,0
mcj,mcj,mvan1238,,,0,,,,3,0,1,0,0,,0,2,0
mck,mck,mbun1249,,,0,,,,5,2,1,0,0,,0,2,0
mcl,mcl,maca1261,,,0,,,,0,0,1,0,0,,0,1,0
mcm,mcm,mala1533,,,0,,,,3,1,1,0,0,,1,1,0
mcn,mcn,masa1322,,,0,,,,5,2,1,0,0,,1,2,0
mco,mco,coat1238,,,0,,,,3,1,1,0,0,,1,2,0
mcp,mcp,maka1304,,,0,,,,5,2,1,0,0,,1,2,0
mcq,mcq,esee1247,,,0,,,,5,1,1,0,0,,0,2,0
mcr,mcr,meny1245,,,0,,,,5,1,1,0,0,,1,1,0
mcs,mcs,mamb1294,,,0,,,,5,1,1,0,0,,1,2,0
mct,mct,,,,0,,,,5,1,0,0,0,,0,1,0
mcu,mcu,came1252,,,0,,,,5,2,1,0,0,,0,2,0
mcv,mcv,mina1274,,,0,,,,0,0,1,0,0,,0,1,0
mcw,mcw,mawa1270,,,0,,,,5,1,1,0,0,,0,2,0
mcx,mcx,mpie1238,,,0,,,,5,1,1,0,0,,0,2,0
mcy,mcy,sout2877,,,0,,,,3,0,1,0,0,,0,1,0
mcz,mcz,mawa1267,,,0,,,,3,0,1,0,0,,0,1,0
mda,mda,mada1282,,,0,,,,5,1,1,0,0,,1,2,0
mdb,mdb,mori1271,,,0,,,,3,0,1,0,0,,0,2,0
mdc,mdc,male1291,,,0,,,,3,0,1,0,0,,0,1,0
mdd,mdd,mbum1254,,,0,,,,5,1,1,0,0,,1,2,0
mde,mde,maba1277,,,0,,,,5,2,1,0,0,,1,3,0
mdf,mdf,moks1248,7.3844,3.979002,0,7.3844,0.5906371365592527,3.414337,5,2,1,1,0,0.9542425094393249,1,1,1
mdg,mdg,mass1262,,,0,,,,0,1,1,0,0,,0,1,0
mdh,mdh,magu1243,,,1,,,,7,2,1,0,0,,1,1,0
mdi,mdi,mamv1243,,,0,,,,5,1,1,0,0,,1,2,0
mdj,mdj,mang1394,,,0,,,,5,2,1,0,0,,1,2,0
mdk,mdk,mang1396,,,0,,,,5,1,1,0,0,,0,1,0
mdl,mdl,malt1238,,,0,,,,3,1,1,0,0,,0,2,0
mdm,mdm,mayo1261,,,0,,,,5,2,1,0,0,,1,2,0
mdn,mdn,mbat1248,,,0,,,,5,0,1,0,0,,0,2,0
mdo,mdo,sout3222,,,,,,,,,1,0,0,,0,,0
mdp,mdp,mbal1257,,,0,,,,5,1,1,0,0,,0,1,0
mdq,mdq,mbol1247,,,0,,,,5,1,1,0,0,,1,2,0
mdr,mdr,mand1442,,,0,,,,5,2,1,0,0,1.1760912590556813,1,3,0
mds,mds,mari1438,,,0,,,,3,0,1,0,0,,0,2,0
mdt,mdt,mber1257,,,0,,,,5,1,1,0,0,,1,2,0
mdu,mdu,mbok1243,,,0,,,,5,0,1,0,0,,0,2,0
mdv,mdv,sant1439,,,0,,,,3,0,1,0,0,,0,1,0
mdw,mdw,mbos1242,,,0,,,,5,0,1,0,0,,1,1,0
mdx,mdx,dizi1235,,,0,,,,5,2,1,0,0,,1,3,0
mdy,mdy,male1284,,,0,,,,5,2,1,0,0,,1,2,0
mdz,mdz,suru1261,,,0,,,,3,0,1,0,0,,0,2,0
mea,mea,menk1238,,,0,,,,3,1,1,0,0,,0,2,0
meb,meb,ikob1240,,,0,,,,3,0,1,0,0,,0,2,0
mec,mec,mara1385,,,0,,,,0,0,1,0,0,,1,1,0
med,med,melp1238,,,0,,,,5,1,1,0,0,,0,2,0
mee,mee,meng1267,,,0,,,,3,1,1,0,0,,0,2,0
mef,mef,mega1243,,,0,,,,3,0,1,0,0,,0,2,0
meh,meh,sout3000,,,0,,,,3,1,1,0,0,,0,2,0
mei,mei,mido1240,,,0,,,,5,0,1,0,0,,1,2,0
mej,mej,meya1236,,,0,,,,5,1,1,0,0,,1,2,0
mek,mek,meke1243,,,0,,,,5,1,1,0,0,,1,2,0
mel,mel,cent2101,,,0,,,,5,1,1,0,0,,1,2,0
mem,mem,mang1383,,,0,,,,0,0,1,0,0,,0,1,0
men,men,mend1266,,,0,,,,7,2,1,1,0,,1,3,0
meo,meo,keda1251,,,1,,,,7,2,1,0,0,,0,3,0
mep,mep,miri1266,,,0,,,,0,1,1,0,0,,1,1,0
meq,meq,mere1246,,,0,,,,5,2,1,0,0,,0,2,0
mer,mer,meru1245,,,0,,,,7,2,1,0,0,,0,3,0
mes,mes,masm1239,,,0,,,,0,1,1,0,0,,0,2,0
met,met,mato1252,,,0,,,,3,1,1,0,0,,0,3,0
meu,meu,motu1246,,,0,,,,5,2,1,0,0,,1,2,0
mev,mev,mann1248,,,0,,,,5,2,1,0,0,,1,2,0
mew,mew,maak1236,,,0,,,,5,0,1,0,0,,0,2,0
mey,mey,hass1238,,,1,,,,7,1,1,0,0,,1,3,0
mez,mez,meno1252,,,0,,,,0,1,1,0,0,,1,1,0
mfa,mfa,patt1249,,,1,,,,7,2,1,0,0,2.503790683057181,0,3,0
mfb,mfb,bang1365,,,1,,,,5,1,1,0,0,,0,1,0
mfc,mfc,mbaa1245,,,0,,,,5,1,1,0,0,,1,2,0
mfd,mfd,mend1261,,,0,,,,5,1,1,0,0,,0,1,0
mfe,mfe,mori1278,,,0,,,,7,2,1,0,0,0.7781512503836436,1,3,0
mff,mff,naki1238,,,0,,,,3,1,1,0,0,,0,1,0
mfg,mfg,mixi1241,,,0,,,,5,1,1,0,0,,0,2,0
mfh,mfh,mata1306,,,0,,,,5,2,1,0,0,,0,2,0
mfi,mfi,wand1278,,,0,,,,5,2,1,0,0,,0,2,0
mfj,mfj,mefe1242,,,0,,,,5,1,1,0,0,,0,2,0
mfk,mfk,nort3046,,,0,,,,5,1,1,0,0,,0,2,0
mfl,mfl,puta1243,,,0,,,,0,0,1,0,0,,0,1,0
mfm,mfm,marg1266,,,0,,,,0,1,1,0,0,,0,2,0
mfn,mfn,cros1244,,,0,,,,5,2,1,0,0,,0,2,0
mfo,mfo,mbee1249,,,0,,,,5,1,1,0,0,,0,2,0
mfp,mfp,maka1305,,,0,,,,5,1,1,0,0,,0,3,0
mfq,mfq,moba1244,,,0,,,,5,2,1,0,0,,0,2,0
mfr,mfr,mari1424,,,0,,,,0,0,1,0,0,,1,1,0
mfs,mfs,mexi1237,,,0,,,,5,1,1,0,0,,0,2,0
mft,mft,moke1240,,,0,,,,3,0,1,0,0,,0,1,0
mfu,mfu,mbwe1238,,,0,,,,5,0,1,0,0,,0,2,0
mfv,mfv,mand1419,,,0,,,,5,1,1,0,0,,1,2,0
mfw,mfw,mula1254,,,0,,,,0,0,1,0,0,,0,0,0
mfx,mfx,melo1242,,,0,,,,5,0,1,0,0,,0,2,0
mfy,mfy,mayo1264,,,0,,,,5,2,1,0,0,,1,1,0
mfz,mfz,maba1273,,,0,,,,5,1,1,0,0,,0,2,0
mgb,mgb,mara1396,,,0,,,,5,1,1,0,0,,0,2,0
mgc,mgc,moro1284,,,0,,,,5,2,1,0,0,,0,2,0
mgd,mgd,moru1253,,,0,,,,5,2,1,0,0,,1,2,0
mge,mge,mang1398,,,0,,,,5,2,1,0,0,,1,2,0
mgf,mgf,makl1246,,,0,,,,3,0,1,0,0,,1,1,0
mgg,mgg,mpon1254,,,0,,,,5,2,1,0,0,,0,2,0
mgh,mgh,makh1261,,,0,,,,7,2,1,0,0,,1,2,0
mgi,mgi,liji1238,,,0,,,,5,0,1,0,0,,0,2,0
mgj,mgj,abur1244,,,0,,,,0,1,1,0,0,,0,2,0
mgk,mgk,mawe1251,,,0,,,,3,0,1,0,0,,0,1,0
mgl,mgl,male1289,,,0,,,,3,1,1,0,0,,1,2,0
mgm,mgm,mamb1306,,,0,,,,5,2,1,0,0,1.7781512503836436,0,2,0
mgn,mgn,mban1262,,,0,,,,3,0,1,0,0,,0,1,0
mgo,mgo,meta1238,,,0,,,,5,2,1,0,0,,0,2,0
mgp,mgp,east2352,,,0,,,,5,2,1,0,0,,1,1,0
mgq,mgq,mali1279,,,0,,,,5,2,1,0,0,,0,2,0
mgr,mgr,mamb1296,,,0,,,,5,1,1,0,0,,1,2,0
mgs,mgs,mand1423,,,0,,,,5,1,1,0,0,,0,2,0
mgt,mgt,mong1344,,,0,,,,3,1,1,0,0,,0,1,0
mgu,mgu,mail1248,,,0,,,,3,0,1,0,0,,1,2,0
mgv,mgv,mate1258,,,0,,,,5,1,1,0,0,,0,2,0
mgw,mgw,matu1259,,,0,,,,5,1,1,0,0,,1,2,0
mgx,mgx,omat1240,,,,,,,,,1,0,0,,0,,0
mgy,mgy,mbun1248,,,0,,,,5,1,1,0,0,,0,1,0
mgz,mgz,mbug1242,,,0,,,,5,1,1,0,0,,0,1,0
mha,mha,mand1413,,,0,,,,3,0,1,0,0,,0,1,0
mhb,mhb,maho1248,,,0,,,,3,0,1,0,0,,0,1,0
mhc,mhc,moch1257,,,0,,,,3,1,1,0,0,,0,1,0
mhd,mhd,mbug1240,,,0,,,,3,0,1,0,0,,1,1,0
mhe,mhe,besi1244,,,0,,,,3,0,1,0,0,,1,1,0
mhf,mhf,mama1277,,,0,,,,0,1,1,0,0,,0,1,0
mhg,mhg,marg1251,,,0,,,,0,0,1,0,0,,0,0,0
mhh,mhh,mask1241,,,,,,,,,1,0,0,,0,,0
mhi,mhi,madi1260,,,0,,,,5,2,1,0,0,,1,2,0
mhj,mhj,mogh1245,,,0,,,,0,1,1,0,0,,1,1,0
mhk,mhk,mung1266,,,0,,,,5,1,1,0,0,,1,2,0
mhl,mhl,mauw1238,,,0,,,,3,1,1,0,0,,0,1,0
mhm,mhm,makh1265,,,0,,,,5,0,1,0,0,,0,2,0
mhn,mhn,moch1255,,,0,,,,3,1,1,0,0,,0,1,0
mho,mho,mash1267,,,0,,,,5,1,1,0,0,,0,2,0
mhp,mhp,bali1279,,,0,,,,5,1,1,0,0,,0,1,0
mhq,mhq,mand1446,,,0,,,,0,1,1,0,0,,1,1,0
mhr,mhr,east2328,7.484342,4.21442,0,7.484342,0.4918212890625,3.281455,5,2,1,0,0,3.63978521298682,1,3,1
mhs,mhs,buru1303,,,0,,,,5,0,1,0,0,,1,1,0
mht,mht,mand1448,,,0,,,,0,0,1,0,0,,0,0,0
mhu,mhu,diga1241,,,0,,,,5,1,1,0,0,,1,2,0
mhv,mhv,arak1256,,,,,,,,,1,0,0,,0,,0
mhw,mhw,mbuk1240,,,0,,,,5,2,1,0,0,,0,3,0
mhx,mhx,maru1249,,,0,,,,5,2,1,0,0,,1,2,0
mhy,mhy,maan1238,,,0,,,,5,1,1,0,0,,1,1,0
mhz,mhz,morm1235,,,0,,,,3,0,1,0,0,,1,1,0
mia,mia,miam1252,,,0,,,,0,1,1,0,0,,1,1,0
mib,mib,atat1238,,,0,,,,3,1,1,0,0,,1,2,0
mic,mic,mikm1235,,,1,,,,3,2,1,0,0,1.255272505103306,1,1,0
mid,mid,nucl1706,,,1,,,,3,2,1,0,0,,1,1,0
mie,mie,ocot1243,,,0,,,,3,1,1,0,0,,1,2,0
mif,mif,mofu1248,,,0,,,,5,2,1,0,0,,1,2,0
mig,mig,sanm1295,,,0,,,,3,1,1,0,0,,1,1,0
mih,mih,chay1249,,,0,,,,5,2,1,0,0,,1,1,0
mii,mii,chig1239,,,0,,,,3,0,1,0,0,,0,1,0
mij,mij,abar1238,,,0,,,,3,1,1,0,0,,0,1,0
mik,mik,mika1239,,,0,,,,3,1,1,0,0,2.1172712956557644,1,1,0
mil,mil,peno1244,,,0,,,,3,1,1,0,0,,1,2,0
mim,mim,alac1244,,,0,,,,5,1,1,0,0,,1,2,0
min,min,mina1268,8.517233,5.37114,0,8.517233,0.9640485196073844,3.146985,7,2,1,0,0,2.0827853703164503,1,1,1
mio,mio,pino1237,,,0,,,,5,2,1,0,0,,1,2,0
mip,mip,apas1235,,,0,,,,5,1,1,0,0,,0,1,0
miq,miq,misk1235,,,0,,,,5,2,1,0,0,,1,2,0
mir,mir,isth1238,,,0,,,,5,2,1,0,0,,0,2,0
mit,mit,sout3001,,,0,,,,3,1,1,0,0,,0,1,0
miu,miu,caca1250,,,0,,,,3,1,1,0,0,,0,1,0
miv,miv,mimi1246,,,,,,,,,1,0,0,,0,,0
miw,miw,akoy1238,,,0,,,,3,1,1,0,0,,0,1,0
mix,mix,mixt1425,,,0,,,,3,2,1,0,0,,0,2,0
miy,miy,ayut1236,,,0,,,,5,2,1,0,0,,1,2,0
miz,miz,coat1241,,,0,,,,3,1,1,0,0,,1,1,0
mja,mja,mahe1238,,,,,,,,,1,0,0,,0,,0
mjb,mjb,,,,0,,,,5,1,0,0,0,,0,2,0
mjc,mjc,sanj1281,,,0,,,,3,2,1,0,0,,1,2,0
mjd,mjd,nort2951,,,0,,,,0,0,1,0,0,,1,1,0
mje,mje,musk1256,,,0,,,,0,1,1,0,0,,0,0,0
mjg,mjg,huzh1238,,,0,,,,5,1,1,0,0,,1,1,0
mjh,mjh,mwer1247,,,0,,,,3,1,1,0,0,,0,1,0
mji,mji,kimm1245,,,0,,,,5,0,1,0,0,,1,2,0
mjj,mjj,mawa1266,,,0,,,,0,0,1,0,0,,0,1,0
mjk,mjk,matu1261,,,0,,,,3,0,1,0,0,,1,1,0
mjl,mjl,mand1409,,,0,,,,5,2,1,0,0,,0,2,0
mjm,mjm,mede1237,,,0,,,,3,0,1,0,0,,0,2,0
mjn,mjn,mapa1244,,,0,,,,3,0,1,0,0,,0,2,0
mjo,mjo,mala1459,,,0,,,,5,0,1,0,0,,0,2,0
mjp,mjp,mala1468,,,0,,,,3,0,1,0,0,,0,1,0
mjq,mjq,mala1466,,,0,,,,0,0,1,0,0,,0,1,0
mjr,mjr,mala1463,,,0,,,,5,0,1,0,0,,0,1,0
mjs,mjs,mish1244,,,0,,,,5,0,1,0,0,,0,1,0
mjt,mjt,saur1249,,,0,,,,5,1,1,0,0,,0,2,0
mju,mju,,,,0,,,,5,0,0,0,0,,0,1,0
mjv,mjv,mann1246,,,0,,,,3,1,1,0,0,,0,1,0
mjw,mjw,karb1241,,,1,,,,5,2,1,0,0,,1,2,0
mjx,mjx,maha1291,,,1,,,,5,1,1,0,0,,0,2,0
mjy,mjy,mahi1248,,,0,,,,0,0,1,0,0,,0,1,0
mjz,mjz,majh1253,,,0,,,,5,1,1,0,0,,0,1,0
mka,mka,mbre1244,,,0,,,,0,0,1,0,0,,0,1,0
mkb,mkb,malp1246,,,0,,,,5,0,1,0,0,,0,1,0
mkc,mkc,sili1247,,,0,,,,3,0,1,0,0,,0,1,0
mkd,mkd,mace1250,8.903914,5.327608,0,8.903914,0.6989920938392148,3.578405,7,3,1,0,1,4.893517645477207,1,3,1
mke,mke,mawc1242,,,0,,,,5,1,1,0,0,,1,2,0
mkf,mkf,miya1266,,,0,,,,5,1,1,0,0,,1,2,0
mkg,mkg,makc1235,,,0,,,,3,0,1,0,0,,0,1,0
mki,mki,dhat1238,,,1,,,,7,2,1,0,0,,0,2,0
mkj,mkj,moki1238,,,0,,,,3,1,1,0,0,,1,2,0
mkk,mkk,byep1241,,,0,,,,5,1,1,0,0,,0,2,0
mkl,mkl,moko1243,,,0,,,,5,1,1,0,0,,0,2,0
mkm,mkm,mokl1243,,,0,,,,3,0,1,0,0,,0,1,0
mkn,mkn,kupa1239,,,1,,,,5,2,1,0,0,,0,3,0
mko,mko,ming1254,,,0,,,,3,0,1,0,0,,0,1,0
mkp,mkp,moik1239,,,0,,,,3,1,1,0,0,,0,2,0
mkq,mkq,baym1241,,,0,,,,0,0,1,0,0,,0,0,0
mkr,mkr,mala1495,,,0,,,,3,0,1,0,0,,0,1,0
mks,mks,sila1250,,,0,,,,5,1,1,0,0,,1,2,0
mkt,mkt,vama1243,,,0,,,,3,1,1,0,0,,0,1,0
mku,mku,kony1250,,,0,,,,5,1,1,0,0,,0,2,0
mkv,mkv,mafe1237,,,0,,,,0,1,1,0,0,,0,1,0
mkw,mkw,kitu1245,,,1,,,,7,2,1,0,0,,0,3,0
mkx,mkx,cina1236,,,0,,,,5,0,1,0,0,,0,1,0
mky,mky,east2440,,,0,,,,5,0,1,0,0,,1,1,0
mkz,mkz,maka1316,,,0,,,,5,1,1,0,0,,1,2,0
mla,mla,malo1243,,,0,,,,3,1,1,0,0,,1,1,0
mlb,mlb,mbul1262,,,0,,,,3,1,1,0,0,,0,1,0
mlc,mlc,caol1238,,,0,,,,5,0,1,0,0,,0,2,0
mld,mld,mala1431,,,,,,,,,1,0,0,,0,,0
mle,mle,mana1298,,,0,,,,3,1,1,0,0,,1,1,0
mlf,mlf,mall1246,,,0,,,,5,0,1,0,0,,0,2,0
mlg,mlg,,8.170736,5.193592,0,8.170736,0.5531066102313549,2.997375,,,0,1,0,1.863322860120456,0,,1
mlh,mlh,mape1249,,,0,,,,3,1,1,0,0,,0,1,0
mli,mli,mali1283,,,0,,,,3,0,1,0,0,,0,1,0
mlj,mlj,milt1241,,,0,,,,3,1,1,0,0,,0,1,0
mlk,mlk,ilwa1237,,,0,,,,5,1,1,0,0,,0,2,0
mll,mll,malu1245,,,0,,,,3,0,1,0,0,,0,2,0
mlm,mlm,mula1253,,,0,,,,5,0,1,0,0,,1,1,0
mln,mln,mala1484,,,0,,,,3,1,1,0,0,,0,2,0
mlo,mlo,mlom1238,,,0,,,,3,0,1,0,0,,0,1,0
mlp,mlp,barg1252,,,0,,,,3,1,1,0,0,,1,1,0
mlq,mlq,west2500,,,0,,,,7,2,1,0,0,,1,2,0
mlr,mlr,vame1236,,,0,,,,5,2,1,0,0,,0,2,0
mls,mls,nucl1440,,,0,,,,7,1,1,0,0,,1,2,0
mlt,mlt,malt1254,7.875364,3.992509,0,7.875364,0.741479295960932,3.883912,5,3,1,1,1,2.841359470454855,1,3,1
mlu,mlu,toab1237,,,0,,,,5,1,1,0,0,,1,2,0
mlv,mlv,motl1237,,,0,,,,3,1,1,0,0,,1,2,0
mlw,mlw,molo1266,,,0,,,,5,2,1,0,0,,0,2,0
mlx,mlx,malf1237,,,0,,,,3,0,1,0,0,,0,2,0
mly,mly,mala1546,,,,,,,,,1,0,1,,0,,0
mlz,mlz,,,,0,,,,3,0,0,0,0,,0,2,0
mma,mma,mama1272,,,0,,,,3,0,1,0,0,,0,1,0
mmb,mmb,momi1242,,,0,,,,3,0,1,0,0,,0,1,0
mmc,mmc,mich1246,,,0,,,,5,1,1,0,0,,0,2,0
mmd,mmd,maon1241,,,0,,,,5,0,1,0,0,,0,1,0
mme,mme,maee1241,,,0,,,,3,0,1,0,0,,0,1,0
mmf,mmf,mund1334,,,0,,,,3,0,1,0,0,,0,1,0
mmg,mmg,nort2839,,,0,,,,3,1,1,0,0,,0,2,0
mmh,mmh,mehi1240,,,0,,,,3,0,1,0,0,,0,2,0
mmi,mmi,musa1265,,,0,,,,3,0,1,0,0,,0,1,0
mmj,mmj,majh1236,,,0,,,,5,0,1,0,0,,0,1,0
mmk,mmk,mukh1238,,,0,,,,5,1,1,0,0,,0,2,0
mml,mml,manm1238,,,0,,,,3,0,1,0,0,,0,1,0
mmm,mmm,maii1238,,,0,,,,0,0,1,0,0,,0,0,0
mmn,mmn,mama1275,,,0,,,,3,2,1,0,0,,1,2,0
mmo,mmo,mang1404,,,0,,,,3,1,1,0,0,,0,1,0
mmp,mmp,siaw1243,,,0,,,,3,1,1,0,0,,0,1,0
mmq,mmq,musa1266,,,0,,,,3,0,1,0,0,,0,1,0
mmr,mmr,west2430,,,0,,,,5,0,1,0,0,,0,2,0
mms,mms,mams1234,,,,,,,,,1,0,0,,0,,0
mmt,mmt,mala1489,,,0,,,,3,0,1,0,0,,0,2,0
mmu,mmu,mmaa1238,,,0,,,,3,2,1,0,0,,0,1,0
mmv,mmv,miri1270,,,0,,,,0,0,1,0,0,,0,1,0
mmw,mmw,emae1237,,,0,,,,3,1,1,0,0,,1,1,0
mmx,mmx,mada1285,,,0,,,,3,1,1,0,0,,0,1,0
mmy,mmy,miga1249,,,0,,,,5,2,1,0,0,,1,2,0
mmz,mmz,maba1270,,,0,,,,5,0,1,0,0,,0,2,0
mna,mna,mbul1263,,,0,,,,3,1,1,0,0,,1,2,0
mnb,mnb,muna1247,,,0,,,,5,2,1,0,0,,1,1,0
mnc,mnc,manc1252,,,1,,,,0,2,1,0,0,0.3010299956639812,1,1,0
mnd,mnd,sala1273,,,0,,,,0,0,1,0,0,,0,1,0
mne,mne,naba1253,,,0,,,,5,1,1,0,0,,0,2,0
mnf,mnf,mund1327,,,0,,,,5,2,1,0,0,,1,2,0
mng,mng,east2333,,,0,,,,5,0,1,0,0,,0,2,0
mnh,mnh,mono1270,,,0,,,,5,2,1,0,0,,0,2,0
mni,mni,mani1292,6.811032,4.087462,0,6.811032,0.24756765595617694,2.824065,7,2,1,1,0,1.0413926851582251,1,3,1
mnj,mnj,munj1244,,,0,,,,3,1,1,0,0,,0,2,0
mnk,mnk,mand1436,,,1,,,,7,2,1,0,0,,1,3,0
mnl,mnl,tial1239,,,0,,,,3,0,1,0,0,,0,1,0
mnm,mnm,mape1250,,,0,,,,3,0,1,0,0,,0,2,0
mnn,mnn,sout2692,,,0,,,,5,0,1,0,0,,0,2,0
mnp,mnp,minb1236,,,1,,,,7,1,1,0,0,,0,2,0
mnq,mnq,minr1238,,,1,,,,3,1,1,0,0,,0,1,0
mnr,mnr,mono1275,,,0,,,,0,1,1,0,0,1.0791812460476249,1,1,0
mns,mns,mans1258,,,1,,,,3,2,1,0,0,,1,1,0
mnt,mnt,mayk1239,,,,,,,,,1,0,0,,0,,0
mnu,mnu,merr1239,,,0,,,,0,0,1,0,0,,0,1,0
mnv,mnv,renn1242,,,0,,,,3,1,1,0,0,,1,2,0
mnw,mnw,monn1252,7.362369,3.593175,0,7.362369,0.8292931870375095,3.770374,7,2,1,0,0,0.9542425094393249,1,2,1
mnx,mnx,mani1235,,,0,,,,5,1,1,0,0,,1,1,0
mny,mny,many1259,,,0,,,,5,1,1,0,0,,0,2,0
mnz,mnz,moni1261,,,0,,,,5,0,1,0,0,,1,1,0
moa,moa,mwan1250,,,0,,,,5,2,1,0,0,,0,2,0
mob,mob,moin1242,,,,,,,,,1,0,0,,0,,0
moc,moc,moco1246,,,0,,,,3,1,1,0,0,,1,1,0
mod,mod,mobi1236,,,0,,,,0,1,1,0,0,,0,0,0
moe,moe,mont1268,,,1,,,,5,2,1,0,0,,1,1,0
mof,mof,mohe1244,,,,,,,,,1,0,0,,0,,0
mog,mog,mong1342,,,0,,,,5,2,1,0,0,,1,1,0
moh,moh,moha1258,,,1,,,,3,2,1,1,0,1.8808135922807914,1,1,0
moi,moi,mboi1246,,,0,,,,5,1,1,0,0,,0,1,0
moj,moj,monz1249,,,0,,,,5,0,1,0,0,,1,1,0
mok,mok,moro1289,,,0,,,,0,0,1,0,0,,1,1,0
mom,mom,moni1237,,,0,,,,0,0,1,0,0,,0,1,0
mon,mon,,8.019121,4.570274,0,8.019121,0.7344056809317588,3.452271,,,0,1,0,3.445759836488631,0,,1
moo,moo,mono1268,,,0,,,,3,0,1,0,0,,0,2,0
mop,mop,mopa1243,,,0,,,,5,2,1,0,0,,1,2,0
moq,moq,morb1239,,,0,,,,0,0,1,0,0,,0,1,0
mor,mor,moro1285,,,1,,,,5,2,1,0,0,,1,2,0
mos,mos,moss1236,6.899596,3.244772,1,6.899596,0.8542970973249858,3.656947,7,2,1,1,0,,1,3,1
mot,mot,bari1297,,,0,,,,3,1,1,0,0,,1,2,0
mou,mou,mogu1251,,,0,,,,3,1,1,0,0,,0,2,0
mov,mov,moha1256,,,0,,,,3,1,1,0,0,,1,1,0
mow,mow,moic1236,,,0,,,,3,1,1,0,0,,0,1,0
mox,mox,moli1248,,,0,,,,3,1,1,0,0,,0,2,0
moy,moy,shek1244,,,0,,,,5,1,1,0,0,,1,2,0
moz,moz,muku1242,,,0,,,,5,2,1,0,0,,1,2,0
mpa,mpa,mpot1240,,,0,,,,5,1,1,0,0,,0,2,0
mpb,mpb,mull1237,,,0,,,,0,0,1,0,0,,1,1,0
mpc,mpc,mang1381,,,0,,,,0,0,1,0,0,,1,1,0
mpd,mpd,mach1268,,,0,,,,3,1,1,0,0,,0,1,0
mpe,mpe,maja1242,,,0,,,,5,1,1,0,0,,1,3,0
mpf,mpf,mamt1234,,,,,,,,,1,0,0,,0,,0
mpg,mpg,marb1239,,,0,,,,5,2,1,0,0,,0,2,0
mph,mph,maun1240,,,0,,,,3,2,1,0,0,,1,2,0
mpi,mpi,mpad1242,,,0,,,,5,1,1,0,0,,0,2,0
mpj,mpj,mart1256,,,0,,,,3,1,1,0,0,,1,2,0
mpk,mpk,mbar1260,,,0,,,,3,1,1,0,0,,1,1,0
mpl,mpl,midd1327,,,0,,,,3,0,1,0,0,,0,2,0
mpm,mpm,yoso1239,,,0,,,,3,1,1,0,0,,1,1,0
mpn,mpn,mind1255,,,0,,,,0,0,1,0,0,,0,1,0
mpo,mpo,miuu1237,,,0,,,,3,0,1,0,0,,0,1,0
mpp,mpp,miga1241,,,0,,,,3,1,1,0,0,,0,2,0
mpq,mpq,mati1255,,,0,,,,3,0,1,0,0,,1,2,0
mpr,mpr,vang1243,,,0,,,,3,0,1,0,0,,0,2,0
mps,mps,dadi1250,,,0,,,,5,1,1,0,0,,1,2,0
mpt,mpt,mian1256,,,0,,,,3,1,1,0,0,,1,2,0
mpu,mpu,maku1278,,,0,,,,0,1,1,0,0,,0,1,0
mpv,mpv,mung1272,,,0,,,,0,0,1,0,0,,0,1,0
mpw,mpw,mapi1252,,,0,,,,0,0,1,0,0,,0,1,0
mpx,mpx,misi1243,,,0,,,,5,1,1,0,0,,0,3,0
mpy,mpy,mapi1250,,,0,,,,0,0,1,0,0,,0,0,0
mpz,mpz,mpii1239,,,0,,,,3,0,1,0,0,,0,1,0
mqa,mqa,maba1278,,,0,,,,3,0,1,0,0,,0,1,0
mqb,mqb,mbuk1243,,,0,,,,5,2,1,0,0,,0,2,0
mqc,mqc,,,,0,,,,3,0,0,0,0,,0,1,0
mqd,mqd,mada1299,,,,,,,,,1,0,0,,0,,0
mqe,mqe,mate1260,,,0,,,,3,0,1,0,0,,0,1,0
mqf,mqf,momu1241,,,0,,,,3,0,1,0,0,,1,1,0
mqg,mqg,kota1275,,,0,,,,5,0,1,0,0,,0,1,0
mqh,mqh,tlaz1235,,,0,,,,3,0,1,0,0,,0,2,0
mqi,mqi,mari1430,,,0,,,,0,0,1,0,0,,0,1,0
mqj,mqj,mama1276,,,0,,,,5,2,1,0,0,,1,2,0
mqk,mqk,raja1254,,,0,,,,3,0,1,0,0,,0,2,0
mql,mql,mbel1240,,,0,,,,5,1,1,0,0,,0,2,0
mqm,mqm,sout2866,,,1,,,,3,1,1,0,0,,0,1,0
mqn,mqn,moro1287,,,0,,,,5,1,1,0,0,,0,1,0
mqo,mqo,modo1249,,,0,,,,3,0,1,0,0,,0,1,0
mqp,mqp,mani1297,,,0,,,,3,0,1,0,0,,0,1,0
mqq,mqq,mino1243,,,0,,,,3,0,1,0,0,,0,1,0
mqr,mqr,mand1443,,,0,,,,0,1,1,0,0,,0,1,0
