code,iso639_3,glottocode,AdjustedWPsize,Articles,WPincubatornew,WPsizeinchars,Realtotalratio,Avggoodpagelength,Population Size,Digital Support,has_glottolog,has_bible,win11_os_supported,tatoeba_sentences,has_wals,Ethnologue_Status,has_wiki
mqs,mqs,west2600,,,0,,,,5,0,1,0,0,,1,1,0
mqt,mqt,mokk1243,,,0,,,,3,0,1,0,0,,0,2,0
mqu,mqu,mand1425,,,0,,,,5,1,1,0,0,,0,2,0
mqv,mqv,mosi1248,,,0,,,,0,0,1,0,0,,0,1,0
mqw,mqw,muru1273,,,0,,,,3,0,1,0,0,,0,1,0
mqx,mqx,mamu1255,,,0,,,,5,0,1,0,0,,0,1,0
mqy,mqy,mang1405,,,0,,,,5,2,1,0,0,,1,2,0
mqz,mqz,mala1487,,,0,,,,3,0,1,0,0,,0,2,0
mra,mra,mlab1235,,,0,,,,3,0,1,0,0,,1,1,0
mrb,mrb,mari1426,,,0,,,,3,0,1,0,0,,0,2,0
mrc,mrc,mari1440,,,0,,,,0,1,1,0,0,,1,1,0
mrd,mrd,west2418,,,0,,,,5,1,1,0,0,,1,1,0
mre,mre,mart1251,,,0,,,,0,0,1,0,0,,0,0,0
mrf,mrf,else1239,,,0,,,,3,0,1,0,0,,1,1,0
mrg,mrg,misi1242,,,0,,,,5,1,1,0,0,,1,2,0
mrh,mrh,mara1382,,,1,,,,5,2,1,0,0,,1,3,0
mri,mri,maor1246,7.039087,3.982452,0,7.039087,0.7391711786755518,3.068838,5,3,1,0,1,2.673020907128896,1,1,1
mrj,mrj,west2392,6.811847,4.098401,0,6.811847,0.3165909272103962,2.802077,5,2,1,0,0,1.9493900066449128,1,1,1
mrk,mrk,hmwa1243,,,0,,,,3,0,1,0,0,,0,1,0
mrl,mrl,mort1237,,,0,,,,3,1,1,0,0,,0,1,0
mrm,mrm,merl1237,,,0,,,,3,0,1,0,0,,0,2,0
mrn,mrn,chek1238,,,0,,,,5,1,1,0,0,,1,2,0
mro,mro,mruu1242,,,0,,,,5,1,1,0,0,,0,2,0
mrp,mrp,moro1286,,,0,,,,,,1,0,0,,0,,0
mrq,mrq,nort2845,,,1,,,,3,1,1,0,0,,0,1,0
mrr,mrr,mari1414,,,0,,,,5,2,1,0,0,,0,2,0
mrs,mrs,mara1399,,,0,,,,0,0,1,0,0,,0,1,0
mrt,mrt,marg1265,,,1,,,,5,1,1,0,0,,1,2,0
mru,mru,mono1269,,,0,,,,3,1,1,0,0,,0,1,0
mrv,mrv,mang1401,,,0,,,,3,1,1,0,0,,0,1,0
mrw,mrw,mara1404,,,0,,,,5,2,1,0,0,,1,1,0
mrx,mrx,mare1261,,,0,,,,0,0,1,0,0,,0,1,0
mry,mry,kara1489,,,0,,,,5,1,1,0,0,,0,2,0
mrz,mrz,nucl1622,,,0,,,,3,0,1,0,0,,1,1,0
msa,msa,,9.224693,5.709528,0,9.224693,0.7773735023482243,3.518488,,,0,0,0,,0,,1
msb,msb,masb1238,,,0,,,,5,2,1,0,0,,0,3,0
msc,msc,sank1253,,,0,,,,5,1,1,0,0,,0,1,0
msd,msd,yuca1236,,,0,,,,3,1,1,0,0,,0,2,0
mse,mse,muse1242,,,0,,,,5,2,1,0,0,,0,2,0
msf,msf,mekw1241,,,0,,,,3,0,1,0,0,,0,1,0
msg,msg,mora1239,,,0,,,,3,0,1,0,0,,0,1,0
msh,msh,masi1268,,,0,,,,5,0,1,0,0,,0,2,0
msi,msi,saba1263,,,0,,,,7,1,1,0,0,,0,3,0
msj,msj,made1252,,,0,,,,3,1,1,0,0,,1,2,0
msk,msk,mans1262,,,0,,,,5,1,1,0,0,,0,2,0
msl,msl,molo1262,,,0,,,,3,0,1,0,0,,0,1,0
msm,msm,agus1235,,,0,,,,5,1,1,0,0,,0,2,0
msn,msn,vure1239,,,0,,,,3,1,1,0,0,,0,2,0
mso,mso,nucl1452,,,0,,,,3,0,1,0,0,,1,1,0
msp,msp,mari1442,,,0,,,,0,0,1,0,0,,0,0,0
msq,msq,caac1237,,,0,,,,3,1,1,0,0,,0,1,0
msr,msr,mong1264,,,0,,,,5,1,1,0,0,,0,2,0
mss,mss,west2535,,,0,,,,3,0,1,0,0,,0,1,0
mst,mst,cata1284,,,,,,,,,1,0,0,,0,,0
msu,msu,muso1238,,,0,,,,3,1,1,0,0,,1,1,0
msv,msv,masl1241,,,0,,,,3,1,1,0,0,,0,1,0
msw,msw,mans1259,,,0,,,,5,0,1,0,0,,0,1,0
msx,msx,more1258,,,0,,,,3,0,1,0,0,,0,1,0
msy,msy,arua1260,,,0,,,,5,1,1,0,0,,1,2,0
msz,msz,moma1243,,,0,,,,0,0,1,0,0,,0,1,0
mta,mta,cota1241,,,0,,,,5,2,1,0,0,,0,2,0
mtb,mtb,anyi1244,,,0,,,,5,0,1,0,0,,0,2,0
mtc,mtc,muni1257,,,0,,,,3,1,1,0,0,,0,2,0
mtd,mtd,mual1241,,,0,,,,5,1,1,0,0,,0,2,0
mte,mte,mono1273,,,0,,,,3,1,1,0,0,,1,2,0
mtf,mtf,muri1260,,,0,,,,3,1,1,0,0,,1,1,0
mtg,mtg,unaa1239,,,0,,,,3,1,1,0,0,,1,2,0
mth,mth,mung1269,,,0,,,,3,0,1,0,0,,0,1,0
mti,mti,maiw1251,,,0,,,,3,1,1,0,0,,0,2,0
mtj,mtj,mosk1236,,,0,,,,3,0,1,0,0,,0,1,0
mtk,mtk,mbee1250,,,0,,,,3,1,1,0,0,,1,1,0
mtl,mtl,mont1280,,,0,,,,5,1,1,0,0,,0,1,0
mtm,mtm,mato1250,,,0,,,,0,0,1,0,0,,0,0,0
mtn,mtn,mata1288,,,0,,,,0,0,1,0,0,,0,1,0
mto,mto,toto1305,,,0,,,,3,2,1,0,0,,1,2,0
mtp,mtp,wich1262,,,0,,,,3,1,1,0,0,,0,2,0
mtq,mtq,muon1246,,,1,,,,7,2,1,0,0,,1,2,0
mtr,mtr,mewa1249,,,0,,,,7,2,1,0,0,,0,2,0
mts,mts,yora1241,,,0,,,,3,1,1,0,0,,0,2,0
mtt,mtt,mota1237,,,0,,,,3,1,1,0,0,,0,1,0
mtu,mtu,tutu1243,,,0,,,,3,0,1,0,0,,0,1,0
mtv,mtv,asar1240,,,0,,,,3,0,1,0,0,,0,2,0
mtw,mtw,maga1264,,,0,,,,3,0,1,0,0,,0,2,0
mtx,mtx,tida1235,,,0,,,,3,0,1,0,0,,0,1,0
mty,mty,nabi1239,,,0,,,,3,0,1,0,0,,0,2,0
mtz,mtz,taca1258,,,,,,,,,1,0,0,,0,,0
mua,mua,mund1325,,,0,,,,5,2,1,0,0,,1,2,0
mub,mub,mubi1246,,,0,,,,5,1,1,0,0,,0,2,0
muc,muc,mbuu1238,,,0,,,,3,1,1,0,0,,0,1,0
mud,mud,medn1235,,,0,,,,0,1,1,0,0,,0,0,0
mue,mue,medi1245,,,0,,,,3,0,1,0,0,,0,1,0
mug,mug,musg1254,,,0,,,,5,1,1,0,0,,1,2,0
muh,muh,mund1326,,,0,,,,5,2,1,0,0,,1,2,0
mui,mui,musi1241,,,1,,,,7,2,1,0,0,,0,3,0
muj,muj,mabi1242,,,0,,,,0,1,1,0,0,,0,0,0
muk,muk,mugo1238,,,0,,,,3,1,1,0,0,,0,2,0
mum,mum,maiw1249,,,0,,,,3,0,1,0,0,,0,2,0
muo,muo,nyon1241,,,0,,,,5,1,1,0,0,,0,2,0
mup,mup,malv1243,,,0,,,,7,1,1,0,0,,0,2,0
muq,muq,east2371,,,0,,,,5,0,1,0,0,,0,2,0
mur,mur,murl1244,,,0,,,,5,2,1,0,0,,1,2,0
mus,mus,cree1270,,,1,,,,3,2,1,0,0,2.8027737252919755,1,1,0
mut,mut,west2408,,,0,,,,5,1,1,0,0,,0,2,0
muu,muu,yaak1241,,,0,,,,0,0,1,0,0,,0,1,0
muv,muv,muth1236,,,0,,,,5,1,1,0,0,,0,2,0
muw,muw,mund1339,,,,,,,,,1,0,0,,0,,0
mux,mux,boun1245,,,0,,,,5,1,1,0,0,,0,2,0
muy,muy,muya1243,,,0,,,,5,2,1,0,0,,0,2,0
muz,muz,murs1242,,,0,,,,3,1,1,0,0,,1,2,0
mva,mva,mana1295,,,0,,,,3,1,1,0,0,,1,1,0
mvb,mvb,matt1238,,,0,,,,0,1,1,0,0,,1,1,0
mvc,mvc,mamc1234,,,,,,,,,1,0,0,,0,,0
mvd,mvd,mamb1305,,,0,,,,5,0,1,0,0,,0,2,0
mve,mve,marw1256,,,0,,,,5,2,1,0,0,,0,2,0
mvf,mvf,peri1253,,,1,,,,7,1,1,0,0,,1,2,0
mvg,mvg,yucu1250,,,0,,,,3,1,1,0,0,,0,1,0
mvh,mvh,mire1238,,,0,,,,3,1,1,0,0,,0,2,0
mvi,mvi,miya1259,,,0,,,,0,1,1,0,0,,0,1,0
mvj,mvj,mamt1235,,,,,,,,,1,0,0,,0,,0
mvk,mvk,mekm1240,,,0,,,,3,0,1,0,0,,0,2,0
mvl,mvl,mbar1254,,,0,,,,0,0,1,0,0,,0,0,0
mvn,mvn,mina1269,,,0,,,,3,1,1,0,0,,1,3,0
mvo,mvo,maro1244,,,0,,,,5,1,1,0,0,,0,2,0
mvp,mvp,duri1242,,,0,,,,5,2,1,0,0,,0,1,0
mvq,mvq,moer1240,,,0,,,,0,0,1,0,0,,0,1,0
mvr,mvr,mara1397,,,0,,,,3,0,1,0,0,,0,1,0
mvs,mvs,mass1263,,,0,,,,0,0,1,0,0,,0,1,0
mvt,mvt,mpot1241,,,0,,,,3,0,1,0,0,,0,1,0
mvu,mvu,marf1238,,,0,,,,3,1,1,0,0,,0,2,0
mvv,mvv,taga1273,,,0,,,,5,1,1,0,0,1.4471580313422192,0,1,0
mvw,mvw,mach1265,,,0,,,,5,1,1,0,0,,0,2,0
mvx,mvx,meos1237,,,0,,,,3,0,1,0,0,,0,1,0
mvy,mvy,indu1241,,,0,,,,5,2,1,0,0,,0,2,0
mvz,mvz,mesq1240,,,0,,,,5,1,1,0,0,,0,2,0
mwa,mwa,mwat1237,,,0,,,,3,0,1,0,0,,0,1,0
mwb,mwb,juwa1238,,,0,,,,3,0,1,0,0,,0,1,0
mwc,mwc,aree1239,,,0,,,,3,1,1,0,0,,0,2,0
mwe,mwe,mwer1248,,,0,,,,5,1,1,0,0,,1,2,0
mwf,mwf,murr1258,,,0,,,,3,1,1,0,0,,1,2,0
mwg,mwg,aikl1237,,,0,,,,3,0,1,0,0,,0,2,0
mwh,mwh,mouk1239,,,0,,,,3,1,1,0,0,,0,2,0
mwi,mwi,labo1244,,,0,,,,3,1,1,0,0,,0,1,0
mwj,mwj,mali1287,,,,,,,,,1,0,0,,0,,0
mwk,mwk,kita1249,,,0,,,,5,1,1,0,0,,0,2,0
mwl,mwl,mira1251,7.464109,3.704236,0,7.464109,0.7514325232167556,3.76415,5,2,1,0,0,2.326335860928751,0,3,1
mwm,mwm,sarr1246,,,0,,,,5,2,1,0,0,,0,3,0
mwn,mwn,nyam1275,,,0,,,,5,1,1,0,0,,0,2,0
mwo,mwo,cent2058,,,0,,,,3,0,1,0,0,,0,1,0
mwp,mwp,kala1377,,,0,,,,3,2,1,0,0,,1,2,0
mwq,mwq,munc1235,,,0,,,,5,1,1,0,0,,0,2,0
mwr,mwr,,,,1,,,,,,0,0,0,,0,,0
mws,mws,mwim1241,,,0,,,,5,1,1,0,0,,0,2,0
mwt,mwt,moke1242,,,0,,,,3,0,1,0,0,,0,1,0
mwu,mwu,mitt1253,,,0,,,,0,0,1,0,0,,0,0,0
mwv,mwv,ment1249,,,0,,,,5,2,1,0,0,,1,2,0
mww,mww,hmon1333,,,1,,,,7,2,1,0,0,1.9590413923210936,1,2,0
mwx,mwx,medi1249,,,,,,,,,1,0,0,,0,,0
mwy,mwy,mosi1247,,,,,,,,,1,0,0,,0,,0
mwz,mwz,moin1241,,,0,,,,3,1,1,0,0,,0,1,0
mxa,mxa,nort2986,,,0,,,,3,0,1,0,0,,0,2,0
mxb,mxb,tezo1238,,,0,,,,3,1,1,0,0,,0,2,0
mxc,mxc,many1258,,,0,,,,5,0,1,0,0,,0,2,0
mxd,mxd,moda1244,,,0,,,,5,1,1,0,0,,0,1,0
mxe,mxe,mele1250,,,0,,,,3,1,1,0,0,,1,2,0
mxf,mxf,malg1250,,,0,,,,3,1,1,0,0,,0,1,0
mxg,mxg,mban1264,,,0,,,,5,1,1,0,0,,0,2,0
mxh,mxh,mvub1239,,,0,,,,3,1,1,0,0,,0,1,0
mxi,mxi,moza1249,,,,,,,,,1,0,0,,0,,0
mxj,mxj,miju1243,,,0,,,,3,1,1,0,0,,1,2,0
mxk,mxk,nucl1458,,,0,,,,3,0,1,0,0,,1,1,0
mxl,mxl,maxi1236,,,0,,,,5,1,1,0,0,,0,2,0
mxm,mxm,mera1242,,,0,,,,3,1,1,0,0,,0,2,0
mxn,mxn,moii1235,,,0,,,,3,0,1,0,0,,0,1,0
mxo,mxo,mbow1246,,,0,,,,3,0,1,0,0,,0,1,0
mxp,mxp,tlah1239,,,0,,,,5,2,1,0,0,,1,2,0
mxq,mxq,juqu1238,,,0,,,,3,1,1,0,0,,0,2,0
mxr,mxr,muri1259,,,0,,,,3,0,1,0,0,,0,1,0
mxs,mxs,huit1252,,,0,,,,3,1,1,0,0,,0,2,0
mxt,mxt,jami1235,,,1,,,,5,2,1,0,0,,1,2,0
mxu,mxu,mada1293,,,0,,,,5,2,1,0,0,,1,2,0
mxv,mxv,metl1238,,,0,,,,5,1,1,0,0,,0,2,0
mxw,mxw,namo1246,,,0,,,,3,0,1,0,0,,0,2,0
mxx,mxx,maho1249,,,0,,,,5,1,1,0,0,,1,2,0
mxy,mxy,sout3002,,,0,,,,3,0,1,0,0,,0,1,0
mxz,mxz,cent2072,,,0,,,,3,0,1,0,0,,0,1,0
mya,mya,nucl1310,8.385109,5.093625,0,8.385109,0.8482322784504023,3.295161,7,3,1,0,0,2.765668554759014,1,3,1
myb,myb,mbay1241,,,0,,,,5,2,1,0,0,,1,2,0
myc,myc,,,,0,,,,5,0,0,0,0,,0,1,0
myd,myd,mara1407,,,,,,,,,1,0,0,,0,,0
mye,mye,myen1241,,,0,,,,5,1,1,0,0,,1,2,0
myf,myf,bamb1262,,,0,,,,3,1,1,0,0,,0,2,0
myg,myg,mant1267,,,0,,,,3,1,1,0,0,,0,1,0
myh,myh,maka1318,,,0,,,,0,1,1,0,0,,1,1,0
myi,myi,mina1267,,,,,,,,,1,0,0,,0,,0
myj,myj,mang1387,,,0,,,,3,0,1,0,0,,0,1,0
myk,myk,mama1271,,,0,,,,7,2,1,0,0,,0,3,0
myl,myl,moma1242,,,0,,,,5,1,1,0,0,,0,2,0
mym,mym,meen1242,,,0,,,,5,2,1,0,0,,1,3,0
myo,myo,anfi1235,,,0,,,,3,0,1,0,0,,0,1,0
myp,myp,pira1253,,,0,,,,3,1,1,0,0,,1,1,0
myq,myq,fore1268,,,,,,,,,1,0,0,,0,,0
myr,myr,muni1258,,,0,,,,0,1,1,0,0,,0,1,0
mys,mys,mesm1243,,,0,,,,0,0,1,0,0,,0,1,0
myt,myt,sang1338,,,,,,,,,1,0,0,,0,,0
myu,myu,mund1330,,,0,,,,3,1,1,0,0,,1,1,0
myv,myv,erzy1239,7.266021,3.985606,0,7.266021,0.678209634070705,3.289295,5,2,1,1,0,2.578639209968072,1,2,1
myw,myw,muyu1244,,,0,,,,3,1,1,0,0,,1,2,0
myx,myx,masa1299,,,0,,,,7,2,1,0,0,,0,3,0
myy,myy,macu1260,,,0,,,,3,1,1,0,0,,1,2,0
myz,myz,clas1253,,,0,,,,0,0,1,0,0,,0,0,0
mza,mza,sant1436,,,0,,,,3,1,1,0,0,,0,2,0
mzb,mzb,tumz1238,,,0,,,,5,1,1,0,0,,1,2,0
mzc,mzc,mada1271,,,0,,,,5,1,1,0,0,,0,2,0
mzd,mzd,mali1280,,,0,,,,3,1,1,0,0,,0,1,0
mze,mze,mora1273,,,0,,,,3,0,1,0,0,,0,2,0
mzf,mzf,aiku1240,,,,,,,,,1,0,0,,0,,0
mzg,mzg,mona1241,,,,,,,,,1,0,0,,0,,0
mzh,mzh,wich1264,,,0,,,,5,1,1,0,0,,1,2,0
mzi,mzi,ixca1246,,,0,,,,3,1,1,0,0,,0,2,0
mzj,mzj,many1261,,,0,,,,5,1,1,0,0,,0,2,0
mzk,mzk,nige1255,,,0,,,,5,2,1,0,0,,0,2,0
mzl,mzl,maza1292,,,0,,,,5,1,1,0,0,,0,2,0
mzm,mzm,nucl1240,,,0,,,,5,2,1,0,0,,1,2,0
mzn,mzn,maza1291,7.775216,4.905877,0,7.775216,0.6293237284977954,2.90203,7,2,1,0,0,,1,2,1
mzo,mzo,mati1253,,,0,,,,3,0,1,0,0,,0,1,0
mzp,mzp,movi1243,,,0,,,,3,1,1,0,0,,1,1,0
mzq,mzq,mori1269,,,0,,,,5,1,1,0,0,,0,1,0
mzr,mzr,maru1252,,,0,,,,3,1,1,0,0,,0,2,0
mzs,mzs,maca1262,,,1,,,,0,2,1,0,0,,0,1,0
mzt,mzt,mint1239,,,0,,,,3,0,1,0,0,,0,1,0
mzu,mzu,inap1241,,,0,,,,3,0,1,0,0,,0,2,0
mzv,mzv,manz1243,,,0,,,,5,1,1,0,0,,0,2,0
mzw,mzw,degg1238,,,0,,,,5,2,1,0,0,,0,2,0
mzx,mzx,mawa1271,,,0,,,,0,0,1,0,0,,0,1,0
mzy,mzy,moza1235,,,0,,,,5,1,1,0,0,,0,2,0
mzz,mzz,maia1251,,,0,,,,3,1,1,0,0,,0,2,0
naa,naa,naml1240,,,0,,,,0,0,1,0,0,,0,1,0
nab,nab,sout2994,,,0,,,,3,1,1,0,0,,1,2,0
nac,nac,nara1264,,,0,,,,3,1,1,0,0,,0,2,0
nad,nad,nija1242,,,,,,,,,1,0,0,,1,,0
nae,nae,naka1263,,,0,,,,0,0,1,0,0,,0,0,0
naf,naf,naba1256,,,0,,,,5,1,1,0,0,,1,2,0
nag,nag,naga1394,,,0,,,,5,2,1,0,0,,1,3,0
naj,naj,nalu1240,,,0,,,,5,0,1,0,0,,0,2,0
nak,nak,naka1262,,,0,,,,5,1,1,0,0,,1,2,0
nal,nal,nali1244,,,0,,,,3,0,1,0,0,,1,1,0
nam,nam,nang1259,,,0,,,,3,1,1,0,0,,1,1,0
nan,nan,minn1241,,,0,,,,7,2,1,0,0,2.6875289612146345,1,3,0
nao,nao,naab1241,,,0,,,,3,1,1,0,0,,0,2,0
nap,nap,neap1235,7.210189,4.213943,0,7.210189,0.6628986924110962,3.022711,7,2,1,0,0,1.806179973983887,1,2,1
naq,naq,nama1264,,,1,,,,5,2,1,0,0,,1,3,0
nar,nar,igut1238,,,0,,,,5,0,1,0,0,,0,1,0
nas,nas,naas1242,,,0,,,,5,2,1,0,0,,1,2,0
nat,nat,hung1276,,,0,,,,5,1,1,0,0,,0,2,0
nau,nau,naur1243,,,0,,,,5,2,1,0,0,1.0413926851582251,1,3,0
nav,nav,nava1243,7.446883,4.397105,0,7.446883,0.8885860852837448,3.053088,5,2,1,1,0,1.9395192526186185,1,1,1
naw,naw,nawu1242,,,0,,,,5,1,1,0,0,,0,2,0
nax,nax,nakw1240,,,0,,,,3,0,1,0,0,,0,1,0
nay,nay,narr1259,,,0,,,,0,0,1,0,0,,1,1,0
naz,naz,coat1240,,,0,,,,3,1,1,0,0,,0,1,0
nba,nba,nyem1238,,,0,,,,7,2,1,0,0,,0,2,0
nbb,nbb,ndoe1238,,,0,,,,3,0,1,0,0,,0,1,0
nbc,nbc,chan1313,,,0,,,,5,1,1,0,0,,1,2,0
nbd,nbd,ngbi1238,,,0,,,,3,0,1,0,0,,0,1,0
nbe,nbe,kony1248,,,0,,,,5,1,1,0,0,,0,2,0
nbf,nbf,naxi1246,,,,,,,,,1,0,0,,0,,0
nbg,nbg,naga1399,,,0,,,,0,0,1,0,0,,0,0,0
nbh,nbh,ngam1282,,,0,,,,5,0,1,0,0,,0,2,0
nbi,nbi,maon1238,,,0,,,,5,1,1,0,0,,1,2,0
nbj,nbj,ngar1235,,,0,,,,0,1,1,0,0,,1,1,0
nbk,nbk,nake1240,,,0,,,,3,0,1,0,0,,0,1,0
nbl,nbl,,6.100194,2.691965,0,6.100194,0.8536585365853658,3.41299,7,3,0,1,0,,0,3,1
nbm,nbm,ngba1284,,,0,,,,5,0,1,0,0,,1,2,0
nbn,nbn,kuri1260,,,0,,,,3,0,1,0,0,,0,1,0
nbo,nbo,nkuk1238,,,0,,,,5,0,1,0,0,,0,1,0
nbp,nbp,nnam1238,,,0,,,,3,0,1,0,0,,0,2,0
nbq,nbq,ngge1241,,,0,,,,3,1,1,0,0,,0,2,0
nbr,nbr,numa1252,,,0,,,,5,0,1,0,0,,0,2,0
nbs,nbs,nami1249,,,0,,,,3,1,1,0,0,,0,2,0
nbt,nbt,naaa1245,,,0,,,,3,0,1,0,0,,0,1,0
nbu,nbu,rong1266,,,0,,,,5,2,1,0,0,,1,3,0
nbv,nbv,ngam1267,,,0,,,,5,1,1,0,0,,0,1,0
nbw,nbw,sout2784,,,0,,,,5,0,1,0,0,,0,2,0
nbx,nbx,ngur1261,,,,,,,,,1,0,0,,0,,0
nby,nby,ning1275,,,0,,,,3,0,1,0,0,,0,1,0
nca,nca,iyoo1238,,,0,,,,3,1,1,0,0,,0,2,0
ncb,ncb,cent1990,,,0,,,,5,1,1,0,0,,1,2,0
ncc,ncc,pona1250,,,0,,,,3,0,1,0,0,,0,2,0
ncd,ncd,nach1240,,,0,,,,5,0,1,0,0,,0,1,0
nce,nce,yale1246,,,0,,,,3,1,1,0,0,,1,2,0
ncf,ncf,nots1237,,,0,,,,3,1,1,0,0,,0,2,0
ncg,ncg,nisg1240,,,0,,,,3,1,1,0,0,,1,1,0
nch,nch,cent2134,,,1,,,,5,2,1,0,0,1.591064607026499,0,2,0
nci,nci,clas1250,,,,,,,,,1,0,0,,0,,0
ncj,ncj,nort2957,,,0,,,,5,2,1,0,0,,1,2,0
nck,nck,naka1260,,,0,,,,0,0,1,0,0,,1,1,0
ncl,ncl,mich1245,,,0,,,,3,2,1,0,0,,1,1,0
ncm,ncm,namb1293,,,0,,,,3,0,1,0,0,,0,2,0
ncn,ncn,naun1237,,,0,,,,3,0,1,0,0,,0,1,0
nco,nco,sibe1248,,,0,,,,5,1,1,0,0,,0,2,0
ncq,ncq,nort3270,,,0,,,,5,1,1,0,0,,0,2,0
ncr,ncr,ncan1245,,,0,,,,5,2,1,0,0,,0,2,0
ncs,ncs,nica1238,,,0,,,,3,1,1,0,0,,0,2,0
nct,nct,chot1239,,,0,,,,3,1,1,0,0,,0,2,0
ncu,ncu,chum1261,,,0,,,,5,2,1,0,0,,1,2,0
ncx,ncx,cent2133,,,0,,,,5,1,1,0,0,,0,1,0
ncz,ncz,natc1249,,,0,,,,0,1,1,0,0,,1,1,0
nda,nda,ndas1238,,,0,,,,3,0,1,0,0,,0,2,0
ndb,ndb,kens1251,,,0,,,,5,1,1,0,0,,0,2,0
ndc,ndc,ndau1241,,,1,,,,7,2,1,0,0,,0,2,0
ndd,ndd,nden1250,,,0,,,,5,1,1,0,0,,0,2,0
nde,nde,nort2795,,,0,,,,7,2,1,1,0,,1,3,0
ndg,ndg,nden1248,,,0,,,,5,1,1,0,0,,0,1,0
ndh,ndh,ndal1241,,,0,,,,5,2,1,0,0,,0,2,0
ndi,ndi,samb1305,,,0,,,,5,1,1,0,0,,1,2,0
ndj,ndj,ndam1239,,,0,,,,5,1,1,0,0,,0,1,0
ndk,ndk,ndak1241,,,0,,,,5,1,1,0,0,,0,2,0
ndl,ndl,ndol1238,,,0,,,,3,0,1,0,0,,0,2,0
ndm,ndm,ndam1251,,,0,,,,3,1,1,0,0,,0,2,0
ndn,ndn,ngun1270,,,0,,,,3,0,1,0,0,,0,1,0
ndo,ndo,ndon1254,,,1,,,,5,2,1,1,0,,1,3,0
ndp,ndp,ndoo1242,,,0,,,,5,1,1,0,0,,0,2,0
ndq,ndq,ndom1244,,,0,,,,5,0,1,0,0,,0,2,0
ndr,ndr,ndoo1241,,,0,,,,5,1,1,0,0,,0,2,0
nds,nds,nort2627,8.105219,5.048185,0,8.105219,0.4357133907315589,3.095605,7,2,1,1,0,4.260786668654976,1,3,1
ndt,ndt,ndun1249,,,0,,,,3,0,1,0,0,,1,1,0
ndu,ndu,dugu1248,,,0,,,,3,1,1,0,0,,0,2,0
ndv,ndv,ndut1239,,,0,,,,5,2,1,0,0,,1,2,0
ndw,ndw,ndob1238,,,0,,,,5,0,1,0,0,,0,2,0
ndx,ndx,ndug1245,,,0,,,,5,1,1,0,0,,0,1,0
ndy,ndy,luto1241,,,0,,,,5,1,1,0,0,,0,2,0
ndz,ndz,ndog1248,,,0,,,,5,1,1,0,0,,1,2,0
nea,nea,,,,0,,,,3,0,0,0,0,,0,2,0
neb,neb,tour1242,,,0,,,,5,1,1,0,0,,0,2,0
nec,nec,nede1245,,,0,,,,3,0,1,0,0,,0,1,0
ned,ned,ndeg1238,,,0,,,,0,0,1,0,0,,0,2,0
nee,nee,kuma1276,,,0,,,,3,0,1,0,0,,1,1,0
nef,nef,nefa1235,,,0,,,,0,1,1,0,0,,0,1,0
neg,neg,negi1245,,,0,,,,0,1,1,0,0,,1,1,0
neh,neh,nyen1254,,,0,,,,5,0,1,0,0,,0,1,0
nej,nej,neko1240,,,0,,,,3,0,1,0,0,,0,2,0
nek,nek,neku1237,,,0,,,,3,0,1,0,0,,0,1,0
nem,nem,nemi1240,,,0,,,,3,0,1,0,0,,0,1,0
nen,nen,neng1238,,,0,,,,3,1,1,0,0,,1,2,0
neo,neo,name1237,,,0,,,,3,0,1,0,0,,0,2,0
nep,nep,,8.034032,4.615708,0,8.034032,0.658211594834896,3.422412,,,0,1,1,,0,,1
neq,neq,nort2939,,,0,,,,5,1,1,0,0,,0,2,0
ner,ner,yaha1248,,,0,,,,3,0,1,0,0,,0,1,0
nes,nes,bhot1235,,,0,,,,3,0,1,0,0,,0,1,0
net,net,nete1240,,,0,,,,3,0,1,0,0,,0,2,0
neu,neu,neoa1234,,,,,,,,,1,0,0,,0,,0
nev,nev,nyah1249,,,0,,,,3,0,1,0,0,,0,2,0
new,new,newa1246,7.954134,5.012263,0,7.954134,0.5327422616270027,2.976109,5,2,1,1,0,1.2304489213782739,1,3,1
nex,nex,neme1244,,,0,,,,3,1,1,0,0,,0,2,0
ney,ney,neyo1238,,,0,,,,3,1,1,0,0,,1,2,0
nez,nez,nezp1238,,,0,,,,3,1,1,0,0,,1,1,0
nfa,nfa,dhao1237,,,0,,,,3,1,1,0,0,,0,2,0
nfd,nfd,ahwa1235,,,0,,,,5,0,1,0,0,,0,2,0
nfg,nfg,nyen1255,,,,,,,,,1,0,0,,0,,0
nfk,nfk,shak1238,,,,,,,,,1,0,0,,0,,0
nfl,nfl,ayiw1239,,,0,,,,5,1,1,0,0,,1,2,0
nfr,nfr,nafa1258,,,0,,,,5,1,1,0,0,,1,2,0
nfu,nfu,mfum1238,,,0,,,,5,1,1,0,0,,0,2,0
nga,nga,ngba1285,,,0,,,,7,2,1,0,0,,1,2,0
ngb,ngb,nort2774,,,0,,,,5,2,1,0,0,,1,2,0
ngc,ngc,ngom1268,,,0,,,,7,1,1,0,0,,1,2,0
ngd,ngd,ngan1304,,,0,,,,3,0,1,0,0,,0,2,0
nge,nge,ngem1255,,,0,,,,5,2,1,0,0,,1,2,0
ngg,ngg,ngba1287,,,0,,,,5,0,1,0,0,,0,2,0
ngh,ngh,nngg1234,,,1,,,,0,1,1,0,0,,0,1,0
ngi,ngi,ngiz1242,,,0,,,,5,1,1,0,0,,1,1,0
ngj,ngj,ngie1242,,,0,,,,5,1,1,0,0,,0,2,0
